"year","measure","category","level","cost_value","institution"
"1988","inf","board","4yr",3798.77106375142,"public_institutions"
"1988","inf","board","2yr",3679.82391876953,"public_institutions"
"1989","raw","total","total",4503.82620731412,"public_institutions"
"1989","raw","total","4yr",4975.28484873214,"public_institutions"
"1989","raw","total","2yr",3299.20321742244,"public_institutions"
"1989","raw","tuition","total",1356.00327557994,"public_institutions"
"1989","raw","tuition","4yr",1779.60903294277,"public_institutions"
"1989","raw","tuition","2yr",756.057063495636,"public_institutions"
"1989","raw","dorm","total",1513.29495814825,"public_institutions"
"1989","raw","dorm","4yr",1557.21744012592,"public_institutions"
"1989","raw","dorm","2yr",961.955482254904,"public_institutions"
"1989","raw","board","total",1634.52797358593,"public_institutions"
"1989","raw","board","4yr",1638.45837566345,"public_institutions"
"1989","raw","board","2yr",1581.1906716719,"public_institutions"
"1989","inf","total","total",10629.8811336006,"public_institutions"
"1989","inf","total","4yr",11742.6126394353,"public_institutions"
"1989","inf","total","2yr",7786.74318734588,"public_institutions"
"1989","inf","tuition","total",3200.42403340953,"public_institutions"
"1989","inf","tuition","4yr",4200.21368802877,"public_institutions"
"1989","inf","tuition","2yr",1784.437574906,"public_institutions"
"1989","inf","dorm","total",3571.66213453561,"public_institutions"
"1989","inf","dorm","4yr",3675.32749394871,"public_institutions"
"1989","inf","dorm","2yr",2270.39676077622,"public_institutions"
"1989","inf","board","total",3857.79496565544,"public_institutions"
"1989","inf","board","4yr",3867.07145745778,"public_institutions"
"1989","inf","board","2yr",3731.90885166365,"public_institutions"
"1990","raw","total","total",4756.87056148686,"public_institutions"
"1990","raw","total","4yr",5242.58440552733,"public_institutions"
"1990","raw","total","2yr",3467.46533703406,"public_institutions"
"1990","raw","tuition","total",1453.96610746799,"public_institutions"
"1990","raw","tuition","4yr",1888.12911299476,"public_institutions"
"1990","raw","tuition","2yr",824.098973892478,"public_institutions"
"1990","raw","dorm","total",1611.99404828829,"public_institutions"
"1990","raw","dorm","4yr",1656.53027780984,"public_institutions"
"1990","raw","dorm","2yr",1049.53929057113,"public_institutions"
"1990","raw","board","total",1690.91040573059,"public_institutions"
"1990","raw","board","4yr",1697.92501472272,"public_institutions"
"1990","raw","board","2yr",1593.82707257045,"public_institutions"
"1990","inf","total","total",10645.1216366794,"public_institutions"
"1990","inf","total","4yr",11732.0721608941,"public_institutions"
"1990","inf","total","2yr",7759.63730914709,"public_institutions"
"1990","inf","tuition","total",3253.74547605266,"public_institutions"
"1990","inf","tuition","4yr",4225.33340224046,"public_institutions"
"1990","inf","tuition","2yr",1844.20275985101,"public_institutions"
"1990","inf","dorm","total",3607.38693639549,"public_institutions"
"1990","inf","dorm","4yr",3707.05195236933,"public_institutions"
"1990","inf","dorm","2yr",2348.70242235719,"public_institutions"
"1990","inf","board","total",3783.98922423122,"public_institutions"
"1990","inf","board","4yr",3799.68680628433,"public_institutions"
"1990","inf","board","2yr",3566.7321269389,"public_institutions"
"1991","raw","total","total",5138.35979016864,"public_institutions"
"1991","raw","total","4yr",5693.28301137302,"public_institutions"
"1991","raw","total","2yr",3622.73227541137,"public_institutions"
"1991","raw","tuition","total",1627.95245144664,"public_institutions"
"1991","raw","tuition","4yr",2116.89285186694,"public_institutions"
"1991","raw","tuition","2yr",936.33052229184,"public_institutions"
"1991","raw","dorm","total",1730.79127557381,"public_institutions"
"1991","raw","dorm","4yr",1784.62221731734,"public_institutions"
"1991","raw","dorm","2yr",1074.26131682678,"public_institutions"
"1991","raw","board","total",1779.61606314819,"public_institutions"
"1991","raw","board","4yr",1791.76794218874,"public_institutions"
"1991","raw","board","2yr",1612.14043629276,"public_institutions"
"1991","inf","total","total",11141.8250297862,"public_institutions"
"1991","inf","total","4yr",12345.0995547531,"public_institutions"
"1991","inf","total","2yr",7855.39564972113,"public_institutions"
"1991","inf","tuition","total",3529.99052451224,"public_institutions"
"1991","inf","tuition","4yr",4590.19039644408,"public_institutions"
"1991","inf","tuition","2yr",2030.30369134225,"public_institutions"
"1991","inf","dorm","total",3752.9823412562,"public_institutions"
"1991","inf","dorm","4yr",3869.7073193791,"public_institutions"
"1991","inf","dorm","2yr",2329.38760949607,"public_institutions"
"1991","inf","board","total",3858.85216401775,"public_institutions"
"1991","inf","board","4yr",3885.20183892996,"public_institutions"
"1991","inf","board","2yr",3495.70434888281,"public_institutions"
"1992","raw","total","total",5378.55637272398,"public_institutions"
"1992","raw","total","4yr",6019.88733603682,"public_institutions"
"1992","raw","total","2yr",3798.82599527616,"public_institutions"
"1992","raw","tuition","total",1781.52137123406,"public_institutions"
"1992","raw","tuition","4yr",2349.10857518581,"public_institutions"
"1992","raw","tuition","2yr",1025.19253193441,"public_institutions"
"1992","raw","dorm","total",1756.08033770178,"public_institutions"
"1992","raw","dorm","4yr",1816.34386838537,"public_institutions"
"1992","raw","dorm","2yr",1106.07135121542,"public_institutions"
"1992","raw","board","total",1840.95466378813,"public_institutions"
"1992","raw","board","4yr",1854.43489246564,"public_institutions"
"1992","raw","board","2yr",1667.56211212633,"public_institutions"
"1992","inf","total","total",11309.4030279585,"public_institutions"
"1992","inf","total","4yr",12657.9192162792,"public_institutions"
"1992","inf","total","2yr",7987.72965019705,"public_institutions"
"1992","inf","tuition","total",3745.97601921263,"public_institutions"
"1992","inf","tuition","4yr",4939.4324038208,"public_institutions"
"1992","inf","tuition","2yr",2155.65566695501,"public_institutions"
"1992","inf","dorm","total",3692.48157168328,"public_institutions"
"1992","inf","dorm","4yr",3819.19671774825,"public_institutions"
"1992","inf","dorm","2yr",2325.7182451429,"public_institutions"
"1992","inf","board","total",3870.94543706259,"public_institutions"
"1992","inf","board","4yr",3899.29009471015,"public_institutions"
"1992","inf","board","2yr",3506.35573809914,"public_institutions"
"1993","raw","total","total",5694.39906378963,"public_institutions"
"1993","raw","total","4yr",6365.13734356874,"public_institutions"
"1993","raw","total","2yr",3995.83026377184,"public_institutions"
"1993","raw","tuition","total",1942.06450232504,"public_institutions"
"1993","raw","tuition","4yr",2536.58230753732,"public_institutions"
"1993","raw","tuition","2yr",1124.66129221656,"public_institutions"
"1993","raw","dorm","total",1872.69536035016,"public_institutions"
"1993","raw","dorm","4yr",1933.8050378393,"public_institutions"
"1993","raw","dorm","2yr",1189.80017779574,"public_institutions"
"1993","raw","board","total",1879.63920111443,"public_institutions"
"1993","raw","board","4yr",1894.74999819213,"public_institutions"
"1993","raw","board","2yr",1681.36879375955,"public_institutions"
"1993","inf","total","total",11671.1872315244,"public_institutions"
"1993","inf","total","4yr",13045.9261563799,"public_institutions"
"1993","inf","total","2yr",8189.81645498447,"public_institutions"
"1993","inf","tuition","total",3980.4372978469,"public_institutions"
"1993","inf","tuition","4yr",5198.9554486436,"public_institutions"
"1993","inf","tuition","2yr",2305.09529916438,"public_institutions"
"1993","inf","dorm","total",3838.25895119267,"public_institutions"
"1993","inf","dorm","4yr",3963.50877644098,"public_institutions"
"1993","inf","dorm","2yr",2438.60335174922,"public_institutions"
"1993","inf","board","total",3852.49098248478,"public_institutions"
"1993","inf","board","4yr",3883.46193129532,"public_institutions"
"1993","inf","board","2yr",3446.11780407087,"public_institutions"
"1994","raw","total","total",5965.00769145466,"public_institutions"
"1994","raw","total","4yr",6670.13472181671,"public_institutions"
"1994","raw","total","2yr",4136.72435652532,"public_institutions"
"1994","raw","tuition","total",2056.89904270395,"public_institutions"
"1994","raw","tuition","4yr",2680.71529259585,"public_institutions"
"1994","raw","tuition","2yr",1192.493384621,"public_institutions"
"1994","raw","dorm","total",1959.24651437448,"public_institutions"
"1994","raw","dorm","4yr",2022.58806482657,"public_institutions"
"1994","raw","dorm","2yr",1231.87894146017,"public_institutions"
"1994","raw","board","total",1948.86213437623,"public_institutions"
"1994","raw","board","4yr",1966.83136439429,"public_institutions"
"1994","raw","board","2yr",1712.35203044414,"public_institutions"
"1994","inf","total","total",11885.1612282165,"public_institutions"
"1994","inf","total","4yr",13290.1130532129,"public_institutions"
"1994","inf","total","2yr",8242.34242051812,"public_institutions"
"1994","inf","tuition","total",4098.33113672633,"public_institutions"
"1994","inf","tuition","4yr",5341.27282100412,"public_institutions"
"1994","inf","tuition","2yr",2376.01975938877,"public_institutions"
"1994","inf","dorm","total",3903.76038282748,"public_institutions"
"1994","inf","dorm","4yr",4029.96718397659,"public_institutions"
"1994","inf","dorm","2yr",2454.49471152792,"public_institutions"
"1994","inf","board","total",3883.0697086627,"public_institutions"
"1994","inf","board","4yr",3918.87304823217,"public_institutions"
"1994","inf","board","2yr",3411.82794960144,"public_institutions"
"1995","raw","total","total",6255.86241799913,"public_institutions"
"1995","raw","total","4yr",7013.84638567763,"public_institutions"
"1995","raw","total","2yr",4216.73370054628,"public_institutions"
"1995","raw","tuition","total",2178.72242377211,"public_institutions"
"1995","raw","tuition","4yr",2847.57912223733,"public_institutions"
"1995","raw","tuition","2yr",1239.36106652386,"public_institutions"
"1995","raw","dorm","total",2057.4000693679,"public_institutions"
"1995","raw","dorm","4yr",2121.00761607165,"public_institutions"
"1995","raw","dorm","2yr",1296.55435175776,"public_institutions"
"1995","raw","board","total",2019.73992485912,"public_institutions"
"1995","raw","board","4yr",2045.25964736865,"public_institutions"
"1995","raw","board","2yr",1680.81828226467,"public_institutions"
"1995","inf","total","total",12134.5509950684,"public_institutions"
"1995","inf","total","4yr",13604.8191203353,"public_institutions"
"1995","inf","total","2yr",8179.23520419554,"public_institutions"
"1995","inf","tuition","total",4226.08692277116,"public_institutions"
"1995","inf","tuition","4yr",5523.47410516306,"public_institutions"
"1995","inf","tuition","2yr",2403.99949010487,"public_institutions"
"1995","inf","dorm","total",3990.75689183507,"public_institutions"
"1995","inf","dorm","4yr",4114.13700597044,"public_institutions"
"1995","inf","dorm","2yr",2514.93780522021,"public_institutions"
"1995","inf","board","total",3917.70718046218,"public_institutions"
"1995","inf","board","4yr",3967.20800920178,"public_institutions"
"1995","inf","board","2yr",3260.29790887046,"public_institutions"
"1996","raw","total","total",6529.78871292953,"public_institutions"
"1996","raw","total","4yr",7334.34178078261,"public_institutions"
"1996","raw","total","2yr",4403.81942654491,"public_institutions"
"1996","raw","tuition","total",2271.43488528828,"public_institutions"
"1996","raw","tuition","4yr",2987.22128164733,"public_institutions"
"1996","raw","tuition","2yr",1275.86006370453,"public_institutions"
"1996","raw","dorm","total",2147.72812490892,"public_institutions"
"1996","raw","dorm","4yr",2213.71259147906,"public_institutions"
"1996","raw","dorm","2yr",1339.07368708924,"public_institutions"
"1996","raw","board","total",2110.62570273233,"public_institutions"
"1996","raw","board","4yr",2133.40790765622,"public_institutions"
"1996","raw","board","2yr",1788.88567575114,"public_institutions"
"1996","inf","total","total",12314.5450854223,"public_institutions"
"1996","inf","total","4yr",13831.8537554675,"public_institutions"
"1996","inf","total","2yr",8305.17421932258,"public_institutions"
"1996","inf","tuition","total",4283.70480779834,"public_institutions"
"1996","inf","tuition","4yr",5633.60818706723,"public_institutions"
"1996","inf","tuition","2yr",2406.14772819048,"public_institutions"
"1996","inf","dorm","total",4050.405914827,"public_institutions"
"1996","inf","dorm","4yr",4174.84618758906,"public_institutions"
"1996","inf","dorm","2yr",2525.36246076559,"public_institutions"
"1996","inf","board","total",3980.43436279696,"public_institutions"
"1996","inf","board","4yr",4023.39938081125,"public_institutions"
"1996","inf","board","2yr",3373.66403036651,"public_institutions"
"1997","raw","total","total",6813.36638880748,"public_institutions"
"1997","raw","total","4yr",7673.38058700895,"public_institutions"
"1997","raw","total","2yr",4509.39834805642,"public_institutions"
"1997","raw","tuition","total",2360.43636492033,"public_institutions"
"1997","raw","tuition","4yr",3109.50587576118,"public_institutions"
"1997","raw","tuition","2yr",1314.05093531494,"public_institutions"
"1997","raw","dorm","total",2225.11901018837,"public_institutions"
"1997","raw","dorm","4yr",2300.6226040986,"public_institutions"
"1997","raw","dorm","2yr",1400.7071077875,"public_institutions"
"1997","raw","board","total",2227.81101369877,"public_institutions"
"1997","raw","board","4yr",2263.25210714916,"public_institutions"
"1997","raw","board","2yr",1794.64030495399,"public_institutions"
"1997","inf","total","total",12624.2021628876,"public_institutions"
"1997","inf","total","4yr",14217.6865700794,"public_institutions"
"1997","inf","total","2yr",8355.27595761947,"public_institutions"
"1997","inf","tuition","total",4373.55400589303,"public_institutions"
"1997","inf","tuition","4yr",5761.47363317809,"public_institutions"
"1997","inf","tuition","2yr",2434.75012396197,"public_institutions"
"1997","inf","dorm","total",4122.83012803293,"public_institutions"
"1997","inf","dorm","4yr",4262.72758534759,"public_institutions"
"1997","inf","dorm","2yr",2595.31172853864,"public_institutions"
"1997","inf","board","total",4127.81802896166,"public_institutions"
"1997","inf","board","4yr",4193.48535155369,"public_institutions"
"1997","inf","board","2yr",3325.21410511887,"public_institutions"
"1998","raw","total","total",7106.77696593835,"public_institutions"
"1998","raw","total","4yr",8026.93148031774,"public_institutions"
"1998","raw","total","2yr",4604.31600270602,"public_institutions"
"1998","raw","tuition","total",2430.1425593065,"public_institutions"
"1998","raw","tuition","4yr",3228.71685452065,"public_institutions"
"1998","raw","tuition","2yr",1326.54293997772,"public_institutions"
"1998","raw","dorm","total",2329.58195074303,"public_institutions"
"1998","raw","dorm","4yr",2409.24251269614,"public_institutions"
"1998","raw","dorm","2yr",1450.08907350388,"public_institutions"
"1998","raw","board","total",2347.05245588883,"public_institutions"
"1998","raw","board","4yr",2388.97211310094,"public_institutions"
"1998","raw","board","2yr",1827.68398922442,"public_institutions"
"1998","inf","total","total",12943.7739606741,"public_institutions"
"1998","inf","total","4yr",14619.6774117187,"public_institutions"
"1998","inf","total","2yr",8385.97100601034,"public_institutions"
"1998","inf","tuition","total",4426.08739948322,"public_institutions"
"1998","inf","tuition","4yr",5880.55335748333,"public_institutions"
"1998","inf","tuition","2yr",2416.07018856719,"public_institutions"
"1998","inf","dorm","total",4242.9335179372,"public_institutions"
"1998","inf","dorm","4yr",4388.02155326508,"public_institutions"
"1998","inf","dorm","2yr",2641.08825705904,"public_institutions"
"1998","inf","board","total",4274.75304325366,"public_institutions"
"1998","inf","board","4yr",4351.1025009703,"public_institutions"
"1998","inf","board","2yr",3328.8125603841,"public_institutions"
"1999","raw","total","total",7307.80586777941,"public_institutions"
"1999","raw","total","4yr",8274.08504452166,"public_institutions"
"1999","raw","total","2yr",4730.09255476145,"public_institutions"
"1999","raw","tuition","total",2503.52372414545,"public_institutions"
"1999","raw","tuition","4yr",3348.80570527982,"public_institutions"
"1999","raw","tuition","2yr",1347.72036131914,"public_institutions"
"1999","raw","dorm","total",2439.92165308419,"public_institutions"
"1999","raw","dorm","4yr",2519.11038987563,"public_institutions"
"1999","raw","dorm","2yr",1548.76370945865,"public_institutions"
"1999","raw","board","total",2364.36049054977,"public_institutions"
"1999","raw","board","4yr",2406.16894936621,"public_institutions"
"1999","raw","board","2yr",1833.60848398366,"public_institutions"
"1999","inf","total","total",12936.4636337539,"public_institutions"
"1999","inf","total","4yr",14646.9955849507,"public_institutions"
"1999","inf","total","2yr",8373.33002902492,"public_institutions"
"1999","inf","tuition","total",4431.80130939755,"public_institutions"
"1999","inf","tuition","4yr",5928.1409504689,"public_institutions"
"1999","inf","tuition","2yr",2385.76882830804,"public_institutions"
"1999","inf","dorm","total",4319.2113071175,"public_institutions"
"1999","inf","dorm","4yr",4459.39322112018,"public_institutions"
"1999","inf","dorm","2yr",2741.6608715658,"public_institutions"
"1999","inf","board","total",4185.4510172389,"public_institutions"
"1999","inf","board","4yr",4259.46141336161,"public_institutions"
"1999","inf","board","2yr",3245.90032915108,"public_institutions"
"2000","raw","total","total",7586.19624407444,"public_institutions"
"2000","raw","total","4yr",8653.4115933214,"public_institutions"
"2000","raw","total","2yr",4839.01613557996,"public_institutions"
"2000","raw","tuition","total",2562.05135300094,"public_institutions"
"2000","raw","tuition","4yr",3500.52498169852,"public_institutions"
"2000","raw","tuition","2yr",1332.56730050265,"public_institutions"
"2000","raw","dorm","total",2568.6866574426,"public_institutions"
"2000","raw","dorm","4yr",2654.12353590296,"public_institutions"
"2000","raw","dorm","2yr",1600.44979823149,"public_institutions"
"2000","raw","board","total",2455.4582336309,"public_institutions"
"2000","raw","board","4yr",2498.76307571993,"public_institutions"
"2000","raw","board","2yr",1905.99903684582,"public_institutions"
"2000","inf","total","total",12984.4265951925,"public_institutions"
"2000","inf","total","4yr",14811.0573489624,"public_institutions"
"2000","inf","total","2yr",8282.39183167295,"public_institutions"
"2000","inf","tuition","total",4385.17099424352,"public_institutions"
"2000","inf","tuition","4yr",5991.44923320494,"public_institutions"
"2000","inf","tuition","2yr",2280.80341449716,"public_institutions"
"2000","inf","dorm","total",4396.5278878286,"public_institutions"
"2000","inf","dorm","4yr",4542.76044512073,"public_institutions"
"2000","inf","dorm","2yr",2739.30732291027,"public_institutions"
"2000","inf","board","total",4202.72771312039,"public_institutions"
"2000","inf","board","4yr",4276.84767063673,"public_institutions"
"2000","inf","board","2yr",3262.28109426553,"public_institutions"
"2001","raw","total","total",8021.65175520259,"public_institutions"
"2001","raw","total","4yr",9196.18982345421,"public_institutions"
"2001","raw","total","2yr",5137.40000066475,"public_institutions"
"2001","raw","tuition","total",2700.19006715827,"public_institutions"
"2001","raw","tuition","4yr",3735.20565620102,"public_institutions"
"2001","raw","tuition","2yr",1379.76130688285,"public_institutions"
"2001","raw","dorm","total",2723.0735354678,"public_institutions"
"2001","raw","dorm","4yr",2816.47178894058,"public_institutions"
"2001","raw","dorm","2yr",1722.05061969363,"public_institutions"
"2001","raw","board","total",2598.38815257651,"public_institutions"
"2001","raw","board","4yr",2644.51237831261,"public_institutions"
"2001","raw","board","2yr",2035.58807408826,"public_institutions"
"2001","inf","total","total",13490.890198538,"public_institutions"
"2001","inf","total","4yr",15466.2394902233,"public_institutions"
"2001","inf","total","2yr",8640.12817185516,"public_institutions"
"2001","inf","tuition","total",4541.20533063396,"public_institutions"
"2001","inf","tuition","4yr",6281.90439008823,"public_institutions"
"2001","inf","tuition","2yr",2320.49568585115,"public_institutions"
"2001","inf","dorm","total",4579.69096523227,"public_institutions"
"2001","inf","dorm","4yr",4736.76903603225,"public_institutions"
"2001","inf","dorm","2yr",2896.16110691213,"public_institutions"
"2001","inf","board","total",4369.99390267179,"public_institutions"
"2001","inf","board","4yr",4447.56606410284,"public_institutions"
"2001","inf","board","2yr",3423.47137909188,"public_institutions"
"2002","raw","total","total",8501.50257132212,"public_institutions"
"2002","raw","total","4yr",9787.38708927171,"public_institutions"
"2002","raw","total","2yr",5601.37341372319,"public_institutions"
"2002","raw","tuition","total",2902.62118709004,"public_institutions"
"2002","raw","tuition","4yr",4046.17310137979,"public_institutions"
"2002","raw","tuition","2yr",1483.02533073091,"public_institutions"
"2002","raw","dorm","total",2929.86926670102,"public_institutions"
"2002","raw","dorm","4yr",3028.74204262864,"public_institutions"
"2002","raw","dorm","2yr",1953.93117605079,"public_institutions"
"2002","raw","board","total",2669.01211753106,"public_institutions"
"2002","raw","board","4yr",2712.47194526328,"public_institutions"
"2002","raw","board","2yr",2164.41690694149,"public_institutions"
"2002","inf","total","total",13990.4496127939,"public_institutions"
"2002","inf","total","4yr",16106.5581954027,"public_institutions"
"2002","inf","total","2yr",9217.86847086143,"public_institutions"
"2002","inf","tuition","total",4776.68213616688,"public_institutions"
"2002","inf","tuition","4yr",6658.56187475017,"public_institutions"
"2002","inf","tuition","2yr",2440.53224592051,"public_institutions"
"2002","inf","dorm","total",4821.52278423405,"public_institutions"
"2002","inf","dorm","4yr",4984.23220860787,"public_institutions"
"2002","inf","dorm","2yr",3215.4757863179,"public_institutions"
"2002","inf","board","total",4392.24469239296,"public_institutions"
"2002","inf","board","4yr",4463.76411204464,"public_institutions"
"2002","inf","board","2yr",3561.86043862302,"public_institutions"
"2003","raw","total","total",9246.80513700498,"public_institutions"
"2003","raw","total","4yr",10674.2656975135,"public_institutions"
"2003","raw","total","2yr",6012.09400492098,"public_institutions"
"2003","raw","tuition","total",3318.72050391368,"public_institutions"
"2003","raw","tuition","4yr",4586.54063801157,"public_institutions"
"2003","raw","tuition","2yr",1701.98300496652,"public_institutions"
"2003","raw","dorm","total",3105.94994610783,"public_institutions"
"2003","raw","dorm","4yr",3212.06124564224,"public_institutions"
"2003","raw","dorm","2yr",2088.95797302221,"public_institutions"
"2003","raw","board","total",2822.13468698347,"public_institutions"
"2003","raw","board","4yr",2875.66381385964,"public_institutions"
"2003","raw","board","2yr",2221.15302693224,"public_institutions"
"2003","inf","total","total",14891.1763938446,"public_institutions"
"2003","inf","total","4yr",17189.9776216029,"public_institutions"
"2003","inf","total","2yr",9681.95511824658,"public_institutions"
"2003","inf","tuition","total",5344.51107095078,"public_institutions"
"2003","inf","tuition","4yr",7386.22526009984,"public_institutions"
"2003","inf","tuition","2yr",2740.89577651588,"public_institutions"
"2003","inf","dorm","total",5001.86257119771,"public_institutions"
"2003","inf","dorm","4yr",5172.74560110211,"public_institutions"
"2003","inf","dorm","2yr",3364.08534566323,"public_institutions"
"2003","inf","board","total",4544.80275169616,"public_institutions"
"2003","inf","board","4yr",4631.0067604009,"public_institutions"
"2003","inf","board","2yr",3576.97399606747,"public_institutions"
"2004","raw","total","total",9864.42246115973,"public_institutions"
"2004","raw","total","4yr",11425.6773364498,"public_institutions"
"2004","raw","total","2yr",6375.36982926139,"public_institutions"
"2004","raw","tuition","total",3629.18752773976,"public_institutions"
"2004","raw","tuition","4yr",5026.55024882917,"public_institutions"
"2004","raw","tuition","2yr",1848.69848146308,"public_institutions"
"2004","raw","dorm","total",3304.18394355435,"public_institutions"
"2004","raw","dorm","4yr",3418.49855666961,"public_institutions"
"2004","raw","dorm","2yr",2174.11263220807,"public_institutions"
"2004","raw","board","total",2931.05098986562,"public_institutions"
"2004","raw","board","4yr",2980.62853095101,"public_institutions"
"2004","raw","board","2yr",2352.55871559025,"public_institutions"
"2004","inf","total","total",15421.7152790552,"public_institutions"
"2004","inf","total","4yr",17862.5300616299,"public_institutions"
"2004","inf","total","2yr",9967.04456775557,"public_institutions"
"2004","inf","tuition","total",5673.75302177812,"public_institutions"
"2004","inf","tuition","4yr",7858.34417357204,"public_institutions"
"2004","inf","tuition","2yr",2890.19471035443,"public_institutions"
"2004","inf","dorm","total",5165.6530534612,"public_institutions"
"2004","inf","dorm","4yr",5344.36877885114,"public_institutions"
"2004","inf","dorm","2yr",3398.93654499548,"public_institutions"
"2004","inf","board","total",4582.3092038159,"public_institutions"
"2004","inf","board","4yr",4659.81710920672,"public_institutions"
"2004","inf","board","2yr",3677.91331240565,"public_institutions"
"2005","raw","total","total",10454.275071745,"public_institutions"
"2005","raw","total","4yr",12108.3594102206,"public_institutions"
"2005","raw","total","2yr",6491.70055645076,"public_institutions"
"2005","raw","tuition","total",3873.52238929359,"public_institutions"
"2005","raw","tuition","4yr",5350.92938577413,"public_institutions"
"2005","raw","tuition","2yr",1935.07324909836,"public_institutions"
"2005","raw","dorm","total",3545.28229656582,"public_institutions"
"2005","raw","dorm","4yr",3664.39239611398,"public_institutions"
"2005","raw","dorm","2yr",2250.91950946382,"public_institutions"
"2005","raw","board","total",3035.47038588561,"public_institutions"
"2005","raw","board","4yr",3093.03762833249,"public_institutions"
"2005","raw","board","2yr",2305.70779788858,"public_institutions"
"2005","inf","total","total",15744.2983882563,"public_institutions"
"2005","inf","total","4yr",18235.374737939,"public_institutions"
"2005","inf","total","2yr",9776.60047268205,"public_institutions"
"2005","inf","tuition","total",5833.58404978818,"public_institutions"
"2005","inf","tuition","4yr",8058.58161622438,"public_institutions"
"2005","inf","tuition","2yr",2914.24995304355,"public_institutions"
"2005","inf","dorm","total",5339.24944242144,"public_institutions"
"2005","inf","dorm","4yr",5518.63107677404,"public_institutions"
"2005","inf","dorm","2yr",3389.91925903386,"public_institutions"
"2005","inf","board","total",4571.46489604672,"public_institutions"
"2005","inf","board","4yr",4658.16204494061,"public_institutions"
"2005","inf","board","2yr",3472.43126060465,"public_institutions"
"2006","raw","total","total",11051.3247077436,"public_institutions"
"2006","raw","total","4yr",12799.2555652282,"public_institutions"
"2006","raw","total","2yr",6815.49087146001,"public_institutions"
"2006","raw","tuition","total",4102.12926074884,"public_institutions"
"2006","raw","tuition","4yr",5666.2160130529,"public_institutions"
"2006","raw","tuition","2yr",2017.44481743797,"public_institutions"
"2006","raw","dorm","total",3756.82984092394,"public_institutions"
"2006","raw","dorm","4yr",3878.30166377843,"public_institutions"
"2006","raw","dorm","2yr",2408.04240797427,"public_institutions"
"2006","raw","board","total",3192.3656060708,"public_institutions"
"2006","raw","board","4yr",3254.73788839691,"public_institutions"
"2006","raw","board","2yr",2390.00364604778,"public_institutions"
"2006","inf","total","total",16223.9218030308,"public_institutions"
"2006","inf","total","4yr",18789.9755838111,"public_institutions"
"2006","inf","total","2yr",10005.4965239017,"public_institutions"
"2006","inf","tuition","total",6022.13997980539,"public_institutions"
"2006","inf","tuition","4yr",8318.3010133109,"public_institutions"
"2006","inf","tuition","2yr",2961.71434878834,"public_institutions"
"2006","inf","dorm","total",5515.22239897042,"public_institutions"
"2006","inf","dorm","4yr",5693.5493785299,"public_institutions"
"2006","inf","dorm","2yr",3535.13200982883,"public_institutions"
"2006","inf","board","total",4686.559424255,"public_institutions"
"2006","inf","board","4yr",4778.12519197026,"public_institutions"
"2006","inf","board","2yr",3508.65016528454,"public_institutions"
"2007","raw","total","total",11570.4090407304,"public_institutions"
"2007","raw","total","4yr",13428.979997629,"public_institutions"
"2007","raw","total","2yr",6977.45744789213,"public_institutions"
"2007","raw","tuition","total",4287.83257914116,"public_institutions"
"2007","raw","tuition","4yr",5943.1370079065,"public_institutions"
"2007","raw","tuition","2yr",2058.48341528393,"public_institutions"
"2007","raw","dorm","total",3951.06813064411,"public_institutions"
"2007","raw","dorm","4yr",4081.83915488512,"public_institutions"
"2007","raw","dorm","2yr",2505.17452580585,"public_institutions"
"2007","raw","board","total",3331.50833094518,"public_institutions"
"2007","raw","board","4yr",3404.00383483743,"public_institutions"
"2007","raw","board","2yr",2413.79950680235,"public_institutions"
"2007","inf","total","total",16379.0389487651,"public_institutions"
"2007","inf","total","4yr",19010.0268408029,"public_institutions"
"2007","inf","total","2yr",9877.2694120036,"public_institutions"
"2007","inf","tuition","total",6069.84390718683,"public_institutions"
"2007","inf","tuition","4yr",8413.08826573713,"public_institutions"
"2007","inf","tuition","2yr",2913.98341369219,"public_institutions"
"2007","inf","dorm","total",5593.12108787461,"public_institutions"
"2007","inf","dorm","4yr",5778.24018711073,"public_institutions"
"2007","inf","dorm","2yr",3546.31811089696,"public_institutions"
"2007","inf","board","total",4716.07395370369,"public_institutions"
"2007","inf","board","4yr",4818.69838795503,"public_institutions"
"2007","inf","board","2yr",3416.96788741445,"public_institutions"
"2008","raw","total","total",12208.5858890723,"public_institutions"
"2008","raw","total","4yr",14212.1126563173,"public_institutions"
"2008","raw","total","2yr",7548.5185184687,"public_institutions"
"2008","raw","tuition","total",4511.83170763185,"public_institutions"
"2008","raw","tuition","4yr",6311.83837142397,"public_institutions"
"2008","raw","tuition","2yr",2135.6793213584,"public_institutions"
"2008","raw","dorm","total",4189.72352328557,"public_institutions"
"2008","raw","dorm","4yr",4330.83729960355,"public_institutions"
"2008","raw","dorm","2yr",2663.7294041081,"public_institutions"
"2008","raw","board","total",3507.03065815485,"public_institutions"
"2008","raw","board","4yr",3569.43698528977,"public_institutions"
"2008","raw","board","2yr",2749.1097930022,"public_institutions"
"2008","inf","total","total",17044.4815627045,"public_institutions"
"2008","inf","total","4yr",19841.6175582221,"public_institutions"
"2008","inf","total","2yr",10538.5329540037,"public_institutions"
"2008","inf","tuition","total",6298.9958913743,"public_institutions"
"2008","inf","tuition","4yr",8811.99622347757,"public_institutions"
"2008","inf","tuition","2yr",2981.63498602446,"public_institutions"
"2008","inf","dorm","total",5849.29868162616,"public_institutions"
