"year","measure","category","level","cost_value","institution"
"2005","raw","board","2yr",2408.12103208783,"all_institutions"
"2005","inf","total","total",22038.7009064035,"all_institutions"
"2005","inf","total","4yr",26282.093661724,"all_institutions"
"2005","inf","total","2yr",10897.2286944608,"all_institutions"
"2005","inf","tuition","total",11447.9728013209,"all_institutions"
"2005","inf","tuition","4yr",15480.119600817,"all_institutions"
"2005","inf","tuition","2yr",3639.87248677092,"all_institutions"
"2005","inf","dorm","total",5738.01435987952,"all_institutions"
"2005","inf","dorm","4yr",5880.75342081317,"all_institutions"
"2005","inf","dorm","2yr",3630.68904769735,"all_institutions"
"2005","inf","board","total",4852.71374520312,"all_institutions"
"2005","inf","board","4yr",4921.22064009376,"all_institutions"
"2005","inf","board","2yr",3626.66715999257,"all_institutions"
"2006","raw","total","total",15485.5630016399,"all_institutions"
"2006","raw","total","4yr",18472.6260604899,"all_institutions"
"2006","raw","total","2yr",7466.85685668278,"all_institutions"
"2006","raw","tuition","total",8093.01335413864,"all_institutions"
"2006","raw","tuition","4yr",10930.6950480645,"all_institutions"
"2006","raw","tuition","2yr",2495.95813673779,"all_institutions"
"2006","raw","dorm","total",4018.52961204953,"all_institutions"
"2006","raw","dorm","4yr",4116.03719725873,"all_institutions"
"2006","raw","dorm","2yr",2527.94107292017,"all_institutions"
"2006","raw","board","total",3374.02003545174,"all_institutions"
"2006","raw","board","4yr",3425.89381516668,"all_institutions"
"2006","raw","board","2yr",2442.95764702481,"all_institutions"
"2006","inf","total","total",22733.6151871887,"all_institutions"
"2006","inf","total","4yr",27118.7797506322,"all_institutions"
"2006","inf","total","2yr",10961.7358064199,"all_institutions"
"2006","inf","tuition","total",11880.9662443841,"all_institutions"
"2006","inf","tuition","4yr",16046.8311629931,"all_institutions"
"2006","inf","tuition","2yr",3664.1968908667,"all_institutions"
"2006","inf","dorm","total",5899.41132969993,"all_institutions"
"2006","inf","dorm","4yr",6042.55755691449,"all_institutions"
"2006","inf","dorm","2yr",3711.14951142365,"all_institutions"
"2006","inf","board","total",4953.23761310465,"all_institutions"
"2006","inf","board","4yr",5029.39103072463,"all_institutions"
"2006","inf","board","2yr",3586.38940412955,"all_institutions"
"2007","raw","total","total",16227.3911554246,"all_institutions"
"2007","raw","total","4yr",19364.371033449,"all_institutions"
"2007","raw","total","2yr",7637.16787430814,"all_institutions"
"2007","raw","tuition","total",8480.06164815661,"all_institutions"
"2007","raw","tuition","4yr",11454.9651143934,"all_institutions"
"2007","raw","tuition","2yr",2516.00323135244,"all_institutions"
"2007","raw","dorm","total",4213.37833928537,"all_institutions"
"2007","raw","dorm","4yr",4316.7171818253,"all_institutions"
"2007","raw","dorm","2yr",2634.21916659307,"all_institutions"
"2007","raw","board","total",3533.95116798261,"all_institutions"
"2007","raw","board","4yr",3592.68873723033,"all_institutions"
"2007","raw","board","2yr",2486.94547636262,"all_institutions"
"2007","inf","total","total",22971.449914684,"all_institutions"
"2007","inf","total","4yr",27412.1499299369,"all_institutions"
"2007","inf","total","2yr",10811.1536620017,"all_institutions"
"2007","inf","tuition","total",12004.3517505858,"all_institutions"
"2007","inf","tuition","4yr",16215.6168468138,"all_institutions"
"2007","inf","tuition","2yr",3561.64719643646,"all_institutions"
"2007","inf","dorm","total",5964.44669173786,"all_institutions"
"2007","inf","dorm","4yr",6110.73287063815,"all_institutions"
"2007","inf","dorm","2yr",3728.99334650383,"all_institutions"
"2007","inf","board","total",5002.65147236031,"all_institutions"
"2007","inf","board","4yr",5085.80021248501,"all_institutions"
"2007","inf","board","2yr",3520.51311906145,"all_institutions"
"2008","raw","total","total",17045.0726706188,"all_institutions"
"2008","raw","total","4yr",20361.3258516114,"all_institutions"
"2008","raw","total","2yr",8218.86143018968,"all_institutions"
"2008","raw","tuition","total",8892.21438200125,"all_institutions"
"2008","raw","tuition","4yr",12045.6653037062,"all_institutions"
"2008","raw","tuition","2yr",2616.9823460656,"all_institutions"
"2008","raw","dorm","total",4445.86995458239,"all_institutions"
"2008","raw","dorm","4yr",4557.02100587565,"all_institutions"
"2008","raw","dorm","2yr",2782.00429509,"all_institutions"
"2008","raw","board","total",3706.98833403516,"all_institutions"
"2008","raw","board","4yr",3758.6395420296,"all_institutions"
"2008","raw","board","2yr",2819.87478903408,"all_institutions"
"2008","inf","total","total",23796.7303919583,"all_institutions"
"2008","inf","total","4yr",28426.5717768875,"all_institutions"
"2008","inf","total","2yr",11474.4028003014,"all_institutions"
"2008","inf","tuition","total",12414.4749820123,"all_institutions"
"2008","inf","tuition","4yr",16817.0271352476,"all_institutions"
"2008","inf","tuition","2yr",3653.58508779985,"all_institutions"
"2008","inf","dorm","total",6206.90628378907,"all_institutions"
"2008","inf","dorm","4yr",6362.08494753087,"all_institutions"
"2008","inf","dorm","2yr",3883.97324193535,"all_institutions"
"2008","inf","board","total",5175.34912615699,"all_institutions"
"2008","inf","board","4yr",5247.45969410907,"all_institutions"
"2008","inf","board","2yr",3936.84447056618,"all_institutions"
"2009","raw","total","total",17649.7824441047,"all_institutions"
"2009","raw","total","4yr",21125.8420969746,"all_institutions"
"2009","raw","total","2yr",8540.95733396958,"all_institutions"
"2009","raw","tuition","total",9134.57825327453,"all_institutions"
"2009","raw","tuition","4yr",12404.1401414328,"all_institutions"
"2009","raw","tuition","2yr",2923.19754030682,"all_institutions"
"2009","raw","dorm","total",4658.10097913121,"all_institutions"
"2009","raw","dorm","4yr",4784.63049820449,"all_institutions"
"2009","raw","dorm","2yr",2993.80929444762,"all_institutions"
"2009","raw","board","total",3857.10321169898,"all_institutions"
"2009","raw","board","4yr",3937.07145733734,"all_institutions"
"2009","raw","board","2yr",2623.95049921514,"all_institutions"
"2009","inf","total","total",24404.7939558848,"all_institutions"
"2009","inf","total","4yr",29211.2282490729,"all_institutions"
"2009","inf","total","2yr",11809.7945162578,"all_institutions"
"2009","inf","tuition","total",12630.6089523235,"all_institutions"
"2009","inf","tuition","4yr",17151.5136410477,"all_institutions"
"2009","inf","tuition","2yr",4041.9780747703,"all_institutions"
"2009","inf","dorm","total",6440.87228731667,"all_institutions"
"2009","inf","dorm","4yr",6615.82780600931,"all_institutions"
"2009","inf","dorm","2yr",4139.61470661704,"all_institutions"
"2009","inf","board","total",5333.31271624464,"all_institutions"
"2009","inf","board","4yr",5443.88680201586,"all_institutions"
"2009","inf","board","2yr",3628.20173487044,"all_institutions"
"2010","raw","total","total",18475.3582123559,"all_institutions"
"2010","raw","total","4yr",22073.7853087605,"all_institutions"
"2010","raw","total","2yr",8868.16147853902,"all_institutions"
"2010","raw","tuition","total",9574.95328775152,"all_institutions"
"2010","raw","tuition","4yr",12945.4228915313,"all_institutions"
"2010","raw","tuition","2yr",3059.65154542669,"all_institutions"
"2010","raw","dorm","total",4877.74504794711,"all_institutions"
"2010","raw","dorm","4yr",5019.91397158746,"all_institutions"
"2010","raw","dorm","2yr",3074.02207652333,"all_institutions"
"2010","raw","board","total",4022.65987665732,"all_institutions"
"2010","raw","board","4yr",4108.44844564176,"all_institutions"
"2010","raw","board","2yr",2734.487856589,"all_institutions"
"2010","inf","total","total",25043.4605017925,"all_institutions"
"2010","inf","total","4yr",29921.1503317586,"all_institutions"
"2010","inf","total","2yr",12020.8468576691,"all_institutions"
"2010","inf","tuition","total",12978.9074567413,"all_institutions"
"2010","inf","tuition","4yr",17547.5995180569,"all_institutions"
"2010","inf","tuition","2yr",4147.37629151336,"all_institutions"
"2010","inf","dorm","total",6611.81309948201,"all_institutions"
"2010","inf","dorm","4yr",6804.52394074669,"all_institutions"
"2010","inf","dorm","2yr",4166.85563387696,"all_institutions"
"2010","inf","board","total",5452.7399455692,"all_institutions"
"2010","inf","board","4yr",5569.02687295502,"all_institutions"
"2010","inf","board","2yr",3706.61493227878,"all_institutions"
"2011","raw","total","total",19401.3025030685,"all_institutions"
"2011","raw","total","4yr",23010.6390814908,"all_institutions"
"2011","raw","total","2yr",9346.57787867909,"all_institutions"
"2011","raw","tuition","total",10178.5877795133,"all_institutions"
"2011","raw","tuition","4yr",13571.989220522,"all_institutions"
"2011","raw","tuition","2yr",3244.16643539729,"all_institutions"
"2011","raw","dorm","total",5084.91000771153,"all_institutions"
"2011","raw","dorm","4yr",5223.92898523521,"all_institutions"
"2011","raw","dorm","2yr",3201.16783836879,"all_institutions"
"2011","raw","board","total",4137.80471584369,"all_institutions"
"2011","raw","board","4yr",4214.72087573361,"all_institutions"
"2011","raw","board","2yr",2901.24360491301,"all_institutions"
"2011","inf","total","total",25549.9999039047,"all_institutions"
"2011","inf","total","4yr",30303.2142418216,"all_institutions"
"2011","inf","total","2yr",12308.7129776116,"all_institutions"
"2011","inf","tuition","total",13404.4050262769,"all_institutions"
"2011","inf","tuition","4yr",17873.2496555469,"all_institutions"
"2011","inf","tuition","2yr",4272.31378406382,"all_institutions"
"2011","inf","dorm","total",6696.4292829229,"all_institutions"
"2011","inf","dorm","4yr",6879.50641714155,"all_institutions"
"2011","inf","dorm","2yr",4215.6879905238,"all_institutions"
"2011","inf","board","total",5449.16559470488,"all_institutions"
"2011","inf","board","4yr",5550.45816913308,"all_institutions"
"2011","inf","board","2yr",3820.711203024,"all_institutions"
"2012","raw","total","total",20232.9976359393,"all_institutions"
"2012","raw","total","4yr",23870.5569508442,"all_institutions"
"2012","raw","total","2yr",9573.18189240659,"all_institutions"
"2012","raw","tuition","total",10681.0542674363,"all_institutions"
"2012","raw","tuition","4yr",14099.4105559897,"all_institutions"
"2012","raw","tuition","2yr",3321.51287089852,"all_institutions"
"2012","raw","dorm","total",5295.76610141311,"all_institutions"
"2012","raw","dorm","4yr",5433.42003965208,"all_institutions"
"2012","raw","dorm","2yr",3340.20793685958,"all_institutions"
"2012","raw","board","total",4256.17726708991,"all_institutions"
"2012","raw","board","4yr",4337.72635520244,"all_institutions"
"2012","raw","board","2yr",2911.46108464849,"all_institutions"
"2012","inf","total","total",26209.0921908022,"all_institutions"
"2012","inf","total","4yr",30921.0547555835,"all_institutions"
"2012","inf","total","2yr",12400.7530318557,"all_institutions"
"2012","inf","tuition","total",13835.8507734389,"all_institutions"
"2012","inf","tuition","4yr",18263.8656785841,"all_institutions"
"2012","inf","tuition","2yr",4302.56745009865,"all_institutions"
"2012","inf","dorm","total",6859.9435669542,"all_institutions"
"2012","inf","dorm","4yr",7038.25549199113,"all_institutions"
"2012","inf","dorm","2yr",4326.78436130988,"all_institutions"
"2012","inf","board","total",5513.29785040907,"all_institutions"
"2012","inf","board","4yr",5618.93358500832,"all_institutions"
"2012","inf","board","2yr",3771.40122044712,"all_institutions"
"2013","raw","total","total",20994.8283071946,"all_institutions"
"2013","raw","total","4yr",24700.7232289772,"all_institutions"
"2013","raw","total","2yr",9891.06520027882,"all_institutions"
"2013","raw","tuition","total",11072.8506670173,"all_institutions"
"2013","raw","tuition","4yr",14562.5380312402,"all_institutions"
"2013","raw","tuition","2yr",3369.0763659537,"all_institutions"
"2013","raw","dorm","total",5519.97199595206,"all_institutions"
"2013","raw","dorm","4yr",5653.8030856881,"all_institutions"
"2013","raw","dorm","2yr",3541.38185364621,"all_institutions"
"2013","raw","board","total",4402.00564422532,"all_institutions"
"2013","raw","board","4yr",4484.38211204892,"all_institutions"
"2013","raw","board","2yr",2980.6069806789,"all_institutions"
"2013","inf","total","total",26777.6406852124,"all_institutions"
"2013","inf","total","4yr",31504.2867515983,"all_institutions"
"2013","inf","total","2yr",12615.4587240092,"all_institutions"
"2013","inf","tuition","total",14122.7550034689,"all_institutions"
"2013","inf","tuition","4yr",18573.6413348834,"all_institutions"
"2013","inf","tuition","2yr",4297.05425776851,"all_institutions"
"2013","inf","dorm","total",7040.39225933493,"all_institutions"
"2013","inf","dorm","4yr",7211.08576446992,"all_institutions"
"2013","inf","dorm","2yr",4516.81954329548,"all_institutions"
"2013","inf","board","total",5614.49342240863,"all_institutions"
"2013","inf","board","4yr",5719.55965224493,"all_institutions"
"2013","inf","board","2yr",3801.58492294527,"all_institutions"
"2014","raw","total","total",21728.6134935695,"all_institutions"
"2014","raw","total","4yr",25408.8222805247,"all_institutions"
"2014","raw","total","2yr",10152.6298437908,"all_institutions"
"2014","raw","tuition","total",11487.3406820437,"all_institutions"
"2014","raw","tuition","4yr",14956.7793154625,"all_institutions"
"2014","raw","tuition","2yr",3389.24375018531,"all_institutions"
"2014","raw","dorm","total",5718.65320245347,"all_institutions"
"2014","raw","dorm","4yr",5850.47269303995,"all_institutions"
"2014","raw","dorm","2yr",3654.71233487516,"all_institutions"
"2014","raw","board","total",4522.61960907237,"all_institutions"
"2014","raw","board","4yr",4601.57027202231,"all_institutions"
"2014","raw","board","2yr",3108.67375873032,"all_institutions"
"2014","inf","total","total",27513.1911204738,"all_institutions"
"2014","inf","total","4yr",32173.1427436509,"all_institutions"
"2014","inf","total","2yr",12855.4564859976,"all_institutions"
"2014","inf","tuition","total",14545.4931924026,"all_institutions"
"2014","inf","tuition","4yr",18938.5635661867,"all_institutions"
"2014","inf","tuition","2yr",4291.52605988027,"all_institutions"
"2014","inf","dorm","total",7241.06941095784,"all_institutions"
"2014","inf","dorm","4yr",7407.98180226079,"all_institutions"
"2014","inf","dorm","2yr",4627.66752188452,"all_institutions"
"2014","inf","board","total",5726.62851711343,"all_institutions"
"2014","inf","board","4yr",5826.59737520336,"all_institutions"
"2014","inf","board","2yr",3936.26290423276,"all_institutions"
"2015","raw","total","total",22438.8917433371,"all_institutions"
"2015","raw","total","4yr",26132.3612146598,"all_institutions"
"2015","raw","total","2yr",10407.4330589362,"all_institutions"
"2015","raw","tuition","total",11861.8046524024,"all_institutions"
"2015","raw","tuition","4yr",15342.9507753966,"all_institutions"
"2015","raw","tuition","2yr",3411.68736557843,"all_institutions"
"2015","raw","dorm","total",5915.11552409592,"all_institutions"
"2015","raw","dorm","4yr",6042.53005346607,"all_institutions"
"2015","raw","dorm","2yr",3849.15207780941,"all_institutions"
"2015","raw","board","total",4661.9715668388,"all_institutions"
"2015","raw","board","4yr",4746.88038579715,"all_institutions"
"2015","raw","board","2yr",3146.59361554833,"all_institutions"
"2015","inf","total","total",28222.2462138051,"all_institutions"
"2015","inf","total","4yr",32867.6630193741,"all_institutions"
"2015","inf","total","2yr",13089.823757905,"all_institutions"
"2015","inf","tuition","total",14919.0421376119,"all_institutions"
"2015","inf","tuition","4yr",19297.4118054699,"all_institutions"
"2015","inf","tuition","2yr",4291.00875111059,"all_institutions"
"2015","inf","dorm","total",7439.66540832862,"all_institutions"
"2015","inf","dorm","4yr",7599.91950020766,"all_institutions"
"2015","inf","dorm","2yr",4841.22473145641,"all_institutions"
"2015","inf","board","total",5863.53866786454,"all_institutions"
"2015","inf","board","4yr",5970.33171369656,"all_institutions"
"2015","inf","board","2yr",3957.59027533796,"all_institutions"
"2016","raw","total","total",23091.1398052193,"all_institutions"
"2016","raw","total","4yr",26592.2435543832,"all_institutions"
"2016","raw","total","2yr",10597.4805263947,"all_institutions"
"2016","raw","tuition","total",12218.9223065877,"all_institutions"
"2016","raw","tuition","4yr",15511.7751851432,"all_institutions"
"2016","raw","tuition","2yr",3518.86005589777,"all_institutions"
"2016","raw","dorm","total",6106.66658612941,"all_institutions"
"2016","raw","dorm","4yr",6230.79885278789,"all_institutions"
"2016","raw","dorm","2yr",3931.72563866374,"all_institutions"
"2016","raw","board","total",4765.55091250221,"all_institutions"
"2016","raw","board","4yr",4849.66951645214,"all_institutions"
"2016","raw","board","2yr",3146.8948318332,"all_institutions"
"2016","inf","total","total",28518.018233743,"all_institutions"
"2016","inf","total","4yr",32841.9511967367,"all_institutions"
"2016","inf","total","2yr",13088.0998267201,"all_institutions"
"2016","inf","tuition","total",15090.6127664254,"all_institutions"
"2016","inf","tuition","4yr",19157.3517504601,"all_institutions"
"2016","inf","tuition","2yr",4345.86235597605,"all_institutions"
"2016","inf","dorm","total",7541.8550370244,"all_institutions"
"2016","inf","dorm","4yr",7695.16086228133,"all_institutions"
"2016","inf","dorm","2yr",4855.75958568073,"all_institutions"
"2016","inf","board","total",5885.55043029319,"all_institutions"
"2016","inf","board","4yr",5989.43858399529,"all_institutions"
"2016","inf","board","2yr",3886.47788506335,"all_institutions"
"2017","raw","total","total",23832.7068212058,"all_institutions"
"2017","raw","total","4yr",27356.5306736793,"all_institutions"
"2017","raw","total","2yr",10703.6537605648,"all_institutions"
"2017","raw","tuition","total",12612.9146043173,"all_institutions"
"2017","raw","tuition","4yr",15923.1904276669,"all_institutions"
"2017","raw","tuition","2yr",3537.42237709482,"all_institutions"
"2017","raw","dorm","total",6320.57660409298,"all_institutions"
"2017","raw","dorm","4yr",6451.17289578717,"all_institutions"
"2017","raw","dorm","2yr",3926.45568629515,"all_institutions"
"2017","raw","board","total",4899.21561279551,"all_institutions"
"2017","raw","board","4yr",4982.16735022521,"all_institutions"
"2017","raw","board","2yr",3239.77569717478,"all_institutions"
"2017","inf","total","total",28784.9912694077,"all_institutions"
"2017","inf","total","4yr",33041.0432398925,"all_institutions"
"2017","inf","total","2yr",12927.8047332196,"all_institutions"
"2017","inf","tuition","total",15233.7978010964,"all_institutions"
"2017","inf","tuition","4yr",19231.9278242319,"all_institutions"
"2017","inf","tuition","2yr",4272.47618177724,"all_institutions"
"2017","inf","dorm","total",7633.95210335719,"all_institutions"
"2017","inf","dorm","4yr",7791.68547138945,"all_institutions"
"2017","inf","dorm","2yr",4742.34813097927,"all_institutions"
"2017","inf","board","total",5917.24136495419,"all_institutions"
"2017","inf","board","4yr",6017.42994427123,"all_institutions"
"2017","inf","board","2yr",3912.98042046309,"all_institutions"
"2018","raw","total","total",24619.0754558031,"all_institutions"
"2018","raw","total","4yr",28121.2648027345,"all_institutions"
"2018","raw","total","2yr",11389.8077250955,"all_institutions"
"2018","raw","tuition","total",13011.7761850935,"all_institutions"
"2018","raw","tuition","4yr",16315.9326815461,"all_institutions"
"2018","raw","tuition","2yr",3562.90294457147,"all_institutions"
"2018","raw","dorm","total",6542.30673449855,"all_institutions"
"2018","raw","dorm","4yr",6674.45285115945,"all_institutions"
"2018","raw","dorm","2yr",4124.75077686742,"all_institutions"
"2018","raw","board","total",5064.99253621102,"all_institutions"
"2018","raw","board","4yr",5130.87927002894,"all_institutions"
"2018","raw","board","2yr",3702.15400365663,"all_institutions"
"2018","inf","total","total",29131.0691756256,"all_institutions"
"2018","inf","total","4yr",33275.1126964618,"all_institutions"
"2018","inf","total","2yr",13477.2435842477,"all_institutions"
"2018","inf","tuition","total",15396.4738775911,"all_institutions"
"2018","inf","tuition","4yr",19306.1906189062,"all_institutions"
"2018","inf","tuition","2yr",4215.88423702915,"all_institutions"
"2018","inf","dorm","total",7741.33010774435,"all_institutions"
"2018","inf","dorm","4yr",7897.69494251038,"all_institutions"
"2018","inf","dorm","2yr",4880.70319410866,"all_institutions"
"2018","inf","board","total",5993.26519029013,"all_institutions"
"2018","inf","board","4yr",6071.22713504518,"all_institutions"
"2018","inf","board","2yr",4380.6561531099,"all_institutions"
"2019","raw","total","total",25279.8301091952,"all_institutions"
"2019","raw","total","4yr",28774.0049541008,"all_institutions"
"2019","raw","total","2yr",11382.8676929005,"all_institutions"
"2019","raw","tuition","total",13359.7624964028,"all_institutions"
"2019","raw","tuition","4yr",16646.4587692357,"all_institutions"
"2019","raw","tuition","2yr",3621.6720299087,"all_institutions"
"2019","raw","dorm","total",6743.36771831387,"all_institutions"
"2019","raw","dorm","4yr",6877.84269786446,"all_institutions"
"2019","raw","dorm","2yr",4159.87854508647,"all_institutions"
"2019","raw","board","total",5176.69989447855,"all_institutions"
"2019","raw","board","4yr",5249.70348700073,"all_institutions"
"2019","raw","board","2yr",3601.31711790528,"all_institutions"
"2019","inf","total","total",29452.1863168144,"all_institutions"
"2019","inf","total","4yr",33523.0636965739,"all_institutions"
"2019","inf","total","2yr",13261.57409535,"all_institutions"
"2019","inf","tuition","total",15564.7491495334,"all_institutions"
"2019","inf","tuition","4yr",19393.9042734455,"all_institutions"
"2019","inf","tuition","2yr",4219.41757292379,"all_institutions"
"2019","inf","dorm","total",7856.33928648638,"all_institutions"
"2019","inf","dorm","4yr",8013.00893717495,"all_institutions"
"2019","inf","dorm","2yr",4846.45337551701,"all_institutions"
"2019","inf","board","total",6031.09788079464,"all_institutions"
"2019","inf","board","4yr",6116.15048595348,"all_institutions"
"2019","inf","board","2yr",4195.70314690916,"all_institutions"
"2020","raw","total","total",25906.3324020173,"all_institutions"
"2020","raw","total","4yr",29029.3400424522,"all_institutions"
"2020","raw","total","2yr",11887.2560549313,"all_institutions"
"2020","raw","tuition","total",13673.6874694369,"all_institutions"
"2020","raw","tuition","4yr",16614.4119108203,"all_institutions"
"2020","raw","tuition","2yr",3782.02686999483,"all_institutions"
"2020","raw","dorm","total",6897.27344747862,"all_institutions"
"2020","raw","dorm","4yr",7012.39898411108,"all_institutions"
"2020","raw","dorm","2yr",4434.59882008688,"all_institutions"
"2020","raw","board","total",5335.37148510173,"all_institutions"
"2020","raw","board","4yr",5402.52914752083,"all_institutions"
"2020","raw","board","2yr",3670.63036484953,"all_institutions"
"2020","inf","total","total",29502.9820365439,"all_institutions"
"2020","inf","total","4yr",33059.5656889857,"all_institutions"
"2020","inf","total","2yr",13537.5975421795,"all_institutions"
"2020","inf","tuition","total",15572.0442988178,"all_institutions"
"2020","inf","tuition","4yr",18921.0378584697,"all_institutions"
"2020","inf","tuition","2yr",4307.09639155619,"all_institutions"
"2020","inf","dorm","total",7854.84149065605,"all_institutions"
"2020","inf","dorm","4yr",7985.95023219874,"all_institutions"
"2020","inf","dorm","2yr",5050.26675710044,"all_institutions"
"2020","inf","board","total",6076.09624706998,"all_institutions"
"2020","inf","board","4yr",6152.57759831724,"all_institutions"
"2020","inf","board","2yr",4180.23439352285,"all_institutions"
"2021","raw","total","total",26857.5349677687,"all_institutions"
"2021","raw","total","4yr",29986.791332035,"all_institutions"
"2021","raw","total","2yr",11962.4520197961,"all_institutions"
"2021","raw","tuition","total",14306.2799204933,"all_institutions"
"2021","raw","tuition","4yr",17251.5986040956,"all_institutions"
"2021","raw","tuition","2yr",3859.77347238033,"all_institutions"
"2021","raw","dorm","total",7096.55370014915,"all_institutions"
"2021","raw","dorm","4yr",7212.18876553558,"all_institutions"
"2021","raw","dorm","2yr",4463.033595961,"all_institutions"
"2021","raw","board","total",5454.70134712626,"all_institutions"
"2021","raw","board","4yr",5523.00396240383,"all_institutions"
"2021","raw","board","2yr",3639.64495145477,"all_institutions"
"2021","inf","total","total",28539.2898927162,"all_institutions"
"2021","inf","total","4yr",31864.492843605,"all_institutions"
"2021","inf","total","2yr",12711.512297401,"all_institutions"
"2021","inf","tuition","total",15202.1051234705,"all_institutions"
"2021","inf","tuition","4yr",18331.8526538612,"all_institutions"
"2021","inf","tuition","2yr",4101.46330185081,"all_institutions"
"2021","inf","dorm","total",7540.92300469266,"all_institutions"
"2021","inf","dorm","4yr",7663.79886268882,"all_institutions"
"2021","inf","dorm","2yr",4742.49813875024,"all_institutions"
"2021","inf","board","total",5796.26176455311,"all_institutions"
"2021","inf","board","4yr",5868.8413270549,"all_institutions"
"2021","inf","board","2yr",3867.55085679996,"all_institutions"
"2022","raw","total","total",27672.9384275746,"all_institutions"
"2022","raw","total","4yr",30883.6299000762,"all_institutions"
"2022","raw","total","2yr",12300.2425242688,"all_institutions"
"2022","raw","tuition","total",14687.572363668,"all_institutions"
"2022","raw","tuition","4yr",17709.0075936441,"all_institutions"
"2022","raw","tuition","2yr",3884.55563136994,"all_institutions"
"2022","raw","dorm","total",7336.52162456835,"all_institutions"
"2022","raw","dorm","4yr",7455.96658759876,"all_institutions"
"2022","raw","dorm","2yr",4600.94713840307,"all_institutions"
"2022","raw","board","total",5648.84443933821,"all_institutions"
"2022","raw","board","4yr",5718.65571883333,"all_institutions"
"2022","raw","board","2yr",3814.73975449575,"all_institutions"
"2022","inf","total","total",27672.9384275746,"all_institutions"
"2022","inf","total","4yr",30883.6299000762,"all_institutions"
"2022","inf","total","2yr",12300.2425242688,"all_institutions"
"2022","inf","tuition","total",14687.572363668,"all_institutions"
"2022","inf","tuition","4yr",17709.0075936441,"all_institutions"
"2022","inf","tuition","2yr",3884.55563136994,"all_institutions"
"2022","inf","dorm","total",7336.52162456835,"all_institutions"
"2022","inf","dorm","4yr",7455.96658759876,"all_institutions"
"2022","inf","dorm","2yr",4600.94713840307,"all_institutions"
"2022","inf","board","total",5648.84443933821,"all_institutions"
"2022","inf","board","4yr",5718.65571883333,"all_institutions"
"2022","inf","board","2yr",3814.73975449575,"all_institutions"
"1963","raw","total","total",912.457883458709,"public_institutions"
"1963","raw","total","4yr",928.610849077404,"public_institutions"
"1963","raw","total","2yr",630,"public_institutions"
"1963","raw","tuition","total",234,"public_institutions"
"1963","raw","tuition","4yr",243.335844731073,"public_institutions"
"1963","raw","tuition","2yr",97,"public_institutions"
"1963","raw","dorm","total",249.779099498615,"public_institutions"
"1963","raw","dorm","4yr",253.42434382092,"public_institutions"
"1963","raw","dorm","2yr",172,"public_institutions"
"1963","raw","board","total",428.678783960094,"public_institutions"
"1963","raw","board","4yr",431.850660525411,"public_institutions"
"1963","raw","board","2yr",361,"public_institutions"
"1963","inf","total","total",8866.15462046311,"public_institutions"
"1963","inf","total","4yr",9023.10947103825,"public_institutions"
"1963","inf","total","2yr",6121.57285519746,"public_institutions"
"1963","inf","tuition","total",2273.72706050191,"public_institutions"
"1963","inf","tuition","4yr",2364.44143143219,"public_institutions"
"1963","inf","tuition","2yr",942.527884054212,"public_institutions"
"1963","inf","dorm","total",2427.04913537521,"public_institutions"
"1963","inf","dorm","4yr",2462.46918092123,"public_institutions"
"1963","inf","dorm","2yr",1671.286557292,"public_institutions"
"1963","inf","board","total",4165.37842458598,"public_institutions"
"1963","inf","board","4yr",4196.19885868484,"public_institutions"
"1963","inf","board","2yr",3507.75841385124,"public_institutions"
"1968","raw","total","total",1111.5079209847,"public_institutions"
"1968","raw","total","4yr",1142.92719849723,"public_institutions"
"1968","raw","total","2yr",883,"public_institutions"
"1968","raw","tuition","total",295,"public_institutions"
"1968","raw","tuition","4yr",321.002361987918,"public_institutions"
"1968","raw","tuition","2yr",170,"public_institutions"
"1968","raw","dorm","total",334.098130959567,"public_institutions"
"1968","raw","dorm","4yr",337.033933684671,"public_institutions"
"1968","raw","dorm","2yr",278,"public_institutions"
"1968","raw","board","total",482.409790025129,"public_institutions"
"1968","raw","board","4yr",484.890902824639,"public_institutions"
"1968","raw","board","2yr",435,"public_institutions"
"1968","inf","total","total",9339.22817451142,"public_institutions"
"1968","inf","total","4yr",9603.22251609728,"public_institutions"
"1968","inf","total","2yr",7419.23500714946,"public_institutions"
"1968","inf","tuition","total",2478.67987215073,"public_institutions"
"1968","inf","tuition","4yr",2697.15963922812,"public_institutions"
"1968","inf","tuition","2yr",1428.39179073093,"public_institutions"
"1968","inf","dorm","total",2807.19427977172,"public_institutions"
"1968","inf","dorm","4yr",2831.86178866433,"public_institutions"
"1968","inf","dorm","2yr",2335.84069307763,"public_institutions"
"1968","inf","board","total",4053.35402258897,"public_institutions"
"1968","inf","board","4yr",4074.20108820483,"public_institutions"
"1968","inf","board","2yr",3655.0025233409,"public_institutions"
"1969","raw","total","total",1196.55979797075,"public_institutions"
"1969","raw","total","4yr",1237.91059365667,"public_institutions"
"1969","raw","total","2yr",951,"public_institutions"
"1969","raw","tuition","total",323,"public_institutions"
"1969","raw","tuition","4yr",358.354831543164,"public_institutions"
"1969","raw","tuition","2yr",178,"public_institutions"
"1969","raw","dorm","total",365.91677886878,"public_institutions"
"1969","raw","dorm","4yr",369.370116448697,"public_institutions"
"1969","raw","dorm","2yr",308,"public_institutions"
"1969","raw","board","total",507.64301910197,"public_institutions"
"1969","raw","board","4yr",510.185645664811,"public_institutions"
