year,Institution Type,Length,Number enrolled,Number awarded financial aid,Percent awarded aid,Aid Type,Dollar type,Average award for students in aid programs
2005,Public,Overall,1510268.0,1066041.0,70.5862138375441,Student loans,Inflation Adjusted,5823.00168016122
2010,Public,Overall,1802335.0,1421369.0,78.8626420726446,Student loans,Inflation Adjusted,7834.85241304756
2015,Public,Overall,1747471.0,1399831.0,80.1061076263927,Student loans,Inflation Adjusted,7943.33310537669
2016,Public,Overall,1752934.0,1407452.0,80.2912146150397,Student loans,Inflation Adjusted,7952.91124265267
2017,Public,Overall,1766933.0,1438708.0,81.4240268306721,Student loans,Inflation Adjusted,7836.75673182916
2018,Public,Overall,1777994.0,1449845.0,81.5438634776045,Student loans,Inflation Adjusted,7846.29909017974
2019,Public,Overall,1783178.0,1494200.0,83.7942145988791,Student loans,Inflation Adjusted,7926.00324464943
2020,Public,Overall,1608012.0,1349831.0,83.9440874819342,Student loans,Inflation Adjusted,7585.87050430968
2021,Public,Overall,1617365.0,1401935.0,86.680186599809,Student loans,Inflation Adjusted,7462.38391192593
2000,Public,4-year,804793.0,573430.0,71.2518622801143,Student loans,Inflation Adjusted,5497.08540941666
2005,Public,4-year,906948.0,695017.0,76.632508148207,Student loans,Inflation Adjusted,6274.02000998787
2010,Public,4-year,1039126.0,858424.0,82.6101935665165,Student loans,Inflation Adjusted,8304.84721548472
2015,Public,4-year,1144409.0,948342.0,82.8674014272869,Student loans,Inflation Adjusted,8439.46977888924
2016,Public,4-year,1161684.0,965117.0,83.079133396001,Student loans,Inflation Adjusted,8443.96673247418
2017,Public,4-year,1183534.0,993916.0,83.9786605201034,Student loans,Inflation Adjusted,8296.41651021833
2018,Public,4-year,1208851.0,1011977.0,83.7139564760256,Student loans,Inflation Adjusted,8296.58764269666
2019,Public,4-year,1221792.0,1040462.0,85.1586849480108,Student loans,Inflation Adjusted,8389.28172914494
2020,Public,4-year,1147820.0,978814.0,85.27591434197,Student loans,Inflation Adjusted,7959.14631601187
2021,Public,4-year,1183279.0,1030951.0,87.1266201800252,Student loans,Inflation Adjusted,7774.14917194956
2000,Public,2-year,528443.0,298679.0,56.5205708089614,Student loans,Inflation Adjusted,4100.5850960962
2005,Public,2-year,603320.0,371024.0,61.497049658556,Student loans,Inflation Adjusted,4235.56247336276
2010,Public,2-year,763209.0,562945.0,73.7602675020866,Student loans,Inflation Adjusted,6509.20336420872
2015,Public,2-year,603062.0,451489.0,74.8661000029848,Student loans,Inflation Adjusted,5797.80192646239
2016,Public,2-year,591250.0,442335.0,74.8135306553911,Student loans,Inflation Adjusted,5763.36064037875
2017,Public,2-year,583399.0,444792.0,76.2414745311528,Student loans,Inflation Adjusted,5626.46441580433
2018,Public,2-year,569143.0,437868.0,76.9346192433185,Student loans,Inflation Adjusted,5511.05795731803
2019,Public,2-year,561386.0,453738.0,80.8246019672739,Student loans,Inflation Adjusted,5475.74160836813
2020,Public,2-year,460192.0,371017.0,80.6222185522565,Student loans,Inflation Adjusted,5366.33210594982
2021,Public,2-year,434086.0,370984.0,85.4632492178969,Student loans,Inflation Adjusted,5220.78440635987
2000,Private nonprofit,Overall,439369.0,363044.0,82.6284967760584,Student loans,Inflation Adjusted,6879.62885691826
2005,Private nonprofit,Overall,471069.0,401908.0,85.3182867053446,Student loans,Inflation Adjusted,7936.22880469843
2010,Private nonprofit,Overall,517831.0,462840.0,89.3805121748215,Student loans,Inflation Adjusted,9889.58559845715
2015,Private nonprofit,Overall,540835.0,484705.0,89.6216036314218,Student loans,Inflation Adjusted,9968.13373719726
2016,Private nonprofit,Overall,569122.0,511634.0,89.8988266136259,Student loans,Inflation Adjusted,9892.26141354432
2017,Private nonprofit,Overall,550438.0,496934.0,90.2797408609144,Student loans,Inflation Adjusted,9774.29911310888
2018,Private nonprofit,Overall,560485.0,506454.0,90.3599561094409,Student loans,Inflation Adjusted,9725.9488729161
2019,Private nonprofit,Overall,526825.0,476326.0,90.4144640060741,Student loans,Inflation Adjusted,9847.00797242855
2020,Private nonprofit,Overall,493415.0,447660.0,90.7268729163078,Student loans,Inflation Adjusted,9115.15721151871
2021,Private nonprofit,Overall,521768.0,467215.0,89.5445868661934,Student loans,Inflation Adjusted,8739.1601068877
2000,Private nonprofit,4-year,419499.0,347638.0,82.869804218842,Student loans,Inflation Adjusted,6845.84736464694
2005,Private nonprofit,4-year,460832.0,393429.0,85.3736285674606,Student loans,Inflation Adjusted,7928.06467580502
2010,Private nonprofit,4-year,504715.0,451012.0,89.3597376737367,Student loans,Inflation Adjusted,9901.98674077788
2015,Private nonprofit,4-year,505549.0,451276.0,89.264542111645,Student loans,Inflation Adjusted,10064.1588677138
2016,Private nonprofit,4-year,508494.0,454979.0,89.4757853583326,Student loans,Inflation Adjusted,10101.0684191815
2017,Private nonprofit,4-year,516578.0,464432.0,89.9054934588775,Student loans,Inflation Adjusted,9881.25764878596
2018,Private nonprofit,4-year,528402.0,475518.0,89.991710856507,Student loans,Inflation Adjusted,9855.03391803584
2019,Private nonprofit,4-year,511289.0,461778.0,90.3164355188553,Student loans,Inflation Adjusted,9950.8081506942
2020,Private nonprofit,4-year,477264.0,432959.0,90.7168778705287,Student loans,Inflation Adjusted,9334.42247287071
2021,Private nonprofit,4-year,505005.0,453137.0,89.7292106018752,Student loans,Inflation Adjusted,8923.56405739406
2000,Private nonprofit,2-year,19870.0,15406.0,77.5339708102667,Student loans,Inflation Adjusted,7717.87659906023
2005,Private nonprofit,2-year,10237.0,8479.0,82.8270000976849,Student loans,Inflation Adjusted,8329.7309696771
2010,Private nonprofit,2-year,13116.0,11828.0,90.1799329063739,Student loans,Inflation Adjusted,9412.65147650107
2015,Private nonprofit,2-year,35286.0,33429.0,94.7372895766026,Student loans,Inflation Adjusted,9018.89822648464
2016,Private nonprofit,2-year,60628.0,56655.0,93.4469222141585,Student loans,Inflation Adjusted,8695.37849959391
2017,Private nonprofit,2-year,33860.0,32502.0,95.989367985824,Student loans,Inflation Adjusted,8689.77343702538
2018,Private nonprofit,2-year,32083.0,30936.0,96.4248979210174,Student loans,Inflation Adjusted,8334.71976931401
2019,Private nonprofit,2-year,15536.0,14548.0,93.6405767250258,Student loans,Inflation Adjusted,7411.37676513562
2020,Private nonprofit,2-year,16151.0,14701.0,91.0222277258374,Student loans,Inflation Adjusted,4432.05666501747
2021,Private nonprofit,2-year,16763.0,14078.0,83.9825806836485,Student loans,Inflation Adjusted,4423.83039068383
2000,Private for-profit,Overall,203995.0,155374.0,76.1655922939288,Student loans,Inflation Adjusted,9443.36816949285
2005,Private for-profit,Overall,328206.0,263366.0,80.2441149765696,Student loans,Inflation Adjusted,9719.13455441965
2010,Private for-profit,Overall,327935.0,295373.0,90.0705932578102,Student loans,Inflation Adjusted,10930.8337862813
2015,Private for-profit,Overall,169762.0,147021.0,86.6041870383242,Student loans,Inflation Adjusted,10182.9480925583
2016,Private for-profit,Overall,169285.0,144395.0,85.2969843754615,Student loans,Inflation Adjusted,9720.99888737601
2017,Private for-profit,Overall,146650.0,122147.0,83.291510398909,Student loans,Inflation Adjusted,9195.61976015425
2018,Private for-profit,Overall,132429.0,115914.0,87.5291665722765,Student loans,Inflation Adjusted,8936.89336880709
2019,Private for-profit,Overall,145013.0,127339.0,87.8121271885969,Student loans,Inflation Adjusted,9037.151479645
2020,Private for-profit,Overall,145335.0,125781.0,86.5455671379916,Student loans,Inflation Adjusted,8934.52123897472
2021,Private for-profit,Overall,143536.0,122823.0,85.5694738602163,Student loans,Inflation Adjusted,8322.00954324552
2000,Private for-profit,4-year,81075.0,51739.0,63.8162195497996,Student loans,Inflation Adjusted,9839.17486320573
2005,Private for-profit,4-year,157705.0,116237.0,73.7053359119876,Student loans,Inflation Adjusted,10611.8182085217
2010,Private for-profit,4-year,112706.0,102000.0,90.5009493727042,Student loans,Inflation Adjusted,11605.0456252265
2015,Private for-profit,4-year,59269.0,51636.0,87.1214294150399,Student loans,Inflation Adjusted,10581.0811720044
2016,Private for-profit,4-year,57680.0,49045.0,85.0294729542302,Student loans,Inflation Adjusted,10288.6107727224
2017,Private for-profit,4-year,52371.0,43364.0,82.8015504764087,Student loans,Inflation Adjusted,10059.5241466882
2018,Private for-profit,4-year,50712.0,44761.0,88.2651049061366,Student loans,Inflation Adjusted,9685.5822091123
2019,Private for-profit,4-year,53622.0,46722.0,87.1321472529932,Student loans,Inflation Adjusted,9346.70508969691
2020,Private for-profit,4-year,51081.0,43577.0,85.3096063115444,Student loans,Inflation Adjusted,9200.24074327285
2021,Private for-profit,4-year,48566.0,42396.0,87.2956389243504,Student loans,Inflation Adjusted,8314.0749900656
2000,Private for-profit,2-year,122920.0,103635.0,84.3109339407745,Student loans,Inflation Adjusted,9219.58813390334
2005,Private for-profit,2-year,170501.0,147129.0,86.2921625093108,Student loans,Inflation Adjusted,8962.97051416806
2010,Private for-profit,2-year,215229.0,193373.0,89.8452346105776,Student loans,Inflation Adjusted,10571.8043402123
2015,Private for-profit,2-year,110493.0,95385.0,86.3267356303114,Student loans,Inflation Adjusted,9974.04989056777
2016,Private for-profit,2-year,111605.0,95350.0,85.4352403566149,Student loans,Inflation Adjusted,9439.76627491429
2017,Private for-profit,2-year,94279.0,78783.0,83.5636780194953,Student loans,Inflation Adjusted,8757.56691001879
2018,Private for-profit,2-year,81717.0,71153.0,87.0724573834086,Student loans,Inflation Adjusted,8501.89718716001
2019,Private for-profit,2-year,91391.0,80617.0,88.2110929960281,Student loans,Inflation Adjusted,8875.74597985079
2020,Private for-profit,2-year,94254.0,82204.0,87.2153966940395,Student loans,Inflation Adjusted,8805.81323602558
2021,Private for-profit,2-year,94970.0,80427.0,84.6867431820575,Student loans,Inflation Adjusted,8325.93042237425
