year,Institution Type,Length,Number enrolled,Number awarded financial aid,Percent awarded aid,Aid Type,Dollar type,Average award for students in aid programs
2019,Private for-profit,2-year,91391.0,80617.0,88.2110929960281,Federal grants,Inflation Adjusted,5395.98210245091
2020,Private for-profit,2-year,94254.0,82204.0,87.2153966940395,Federal grants,Inflation Adjusted,5533.98298148753
2021,Private for-profit,2-year,94970.0,80427.0,84.6867431820575,Federal grants,Inflation Adjusted,5110.87290727199
2000,All institutions,Overall,1976600.0,1390527.0,70.3494384296266,State/local grants,Inflation Adjusted,3489.6710988484
2001,All institutions,Overall,2050016.0,1481592.0,72.2722164119695,State/local grants,Inflation Adjusted,3459.43249877024
2002,All institutions,Overall,2135613.0,1553024.0,72.7202915509505,State/local grants,Inflation Adjusted,3601.88363744345
2003,All institutions,Overall,2178517.0,1610967.0,73.9478737140908,State/local grants,Inflation Adjusted,3585.08945578023
2004,All institutions,Overall,2260590.0,1689910.0,74.7552630065602,State/local grants,Inflation Adjusted,3663.62787244432
2005,All institutions,Overall,2309543.0,1731315.0,74.9635317463238,State/local grants,Inflation Adjusted,3676.15335117894
2006,All institutions,Overall,2426599.0,1766783.0,72.809022009817,State/local grants,Inflation Adjusted,3708.07384820559
2007,All institutions,Overall,2528579.0,1911296.0,75.5877510649262,State/local grants,Inflation Adjusted,3661.17506141642
2008,All institutions,Overall,2542748.0,1974063.0,77.6350232111086,State/local grants,Inflation Adjusted,3777.87682344217
2009,All institutions,Overall,2855241.0,2323706.0,81.38388318184,State/local grants,Inflation Adjusted,3831.79952245407
2010,All institutions,Overall,2648101.0,2179582.0,82.3073591226317,State/local grants,Inflation Adjusted,3853.42552803752
2011,All institutions,Overall,2571120.0,2140556.0,83.253834904633,State/local grants,Inflation Adjusted,3835.4295679396
2012,All institutions,Overall,2510994.0,2077909.0,82.752447835399,State/local grants,Inflation Adjusted,3952.2182093363
2013,All institutions,Overall,2505306.0,2077487.0,82.9234831992579,State/local grants,Inflation Adjusted,3954.90643577725
2014,All institutions,Overall,2471045.0,2062252.0,83.456675212309,State/local grants,Inflation Adjusted,4069.7477619799
2015,All institutions,Overall,2458068.0,2031557.0,82.6485272173105,State/local grants,Inflation Adjusted,4244.59666468919
2016,All institutions,Overall,2491341.0,2063481.0,82.8261165372384,State/local grants,Inflation Adjusted,4277.1466736206
2017,All institutions,Overall,2464021.0,2057789.0,83.5134521986623,State/local grants,Inflation Adjusted,4446.94976897342
2018,All institutions,Overall,2470908.0,2072213.0,83.8644336413982,State/local grants,Inflation Adjusted,4507.75784351094
2019,All institutions,Overall,2455016.0,2097865.0,85.4521925722684,State/local grants,Inflation Adjusted,4497.76629687231
2020,All institutions,Overall,2246762.0,1923272.0,85.601946267562,State/local grants,Inflation Adjusted,4520.77194753674
2021,All institutions,Overall,2282669.0,1991973.0,87.2650831110424,State/local grants,Inflation Adjusted,4374.26674319891
2000,Public,Overall,1333236.0,872109.0,65.4129501453606,State/local grants,Inflation Adjusted,2921.13352029045
2005,Public,Overall,1510268.0,1066041.0,70.5862138375441,State/local grants,Inflation Adjusted,3352.89412527715
2010,Public,Overall,1802335.0,1421369.0,78.8626420726446,State/local grants,Inflation Adjusted,3627.9989964124
2015,Public,Overall,1747471.0,1399831.0,80.1061076263927,State/local grants,Inflation Adjusted,4072.097407727
2016,Public,Overall,1752934.0,1407452.0,80.2912146150397,State/local grants,Inflation Adjusted,4114.95660056657
2017,Public,Overall,1766933.0,1438708.0,81.4240268306721,State/local grants,Inflation Adjusted,4295.53779614624
2018,Public,Overall,1777994.0,1449845.0,81.5438634776045,State/local grants,Inflation Adjusted,4363.0673142347
2019,Public,Overall,1783178.0,1494200.0,83.7942145988791,State/local grants,Inflation Adjusted,4356.8773260103
2020,Public,Overall,1608012.0,1349831.0,83.9440874819342,State/local grants,Inflation Adjusted,4384.16420085323
2021,Public,Overall,1617365.0,1401935.0,86.680186599809,State/local grants,Inflation Adjusted,4238.46983158438
2000,Public,4-year,804793.0,573430.0,71.2518622801143,State/local grants,Inflation Adjusted,3539.49831947307
2005,Public,4-year,906948.0,695017.0,76.632508148207,State/local grants,Inflation Adjusted,4144.82609793932
2010,Public,4-year,1039126.0,858424.0,82.6101935665165,State/local grants,Inflation Adjusted,4701.91518469715
2015,Public,4-year,1144409.0,948342.0,82.8674014272869,State/local grants,Inflation Adjusted,4911.45349362303
2016,Public,4-year,1161684.0,965117.0,83.079133396001,State/local grants,Inflation Adjusted,4934.62641479816
2017,Public,4-year,1183534.0,993916.0,83.9786605201034,State/local grants,Inflation Adjusted,5132.93680826377
2018,Public,4-year,1208851.0,1011977.0,83.7139564760256,State/local grants,Inflation Adjusted,5220.83720338395
2019,Public,4-year,1221792.0,1040462.0,85.1586849480108,State/local grants,Inflation Adjusted,5284.19313199942
2020,Public,4-year,1147820.0,978814.0,85.27591434197,State/local grants,Inflation Adjusted,5173.16102862304
2021,Public,4-year,1183279.0,1030951.0,87.1266201800252,State/local grants,Inflation Adjusted,5011.97767585397
2000,Public,2-year,528443.0,298679.0,56.5205708089614,State/local grants,Inflation Adjusted,1727.7220174862
2005,Public,2-year,603320.0,371024.0,61.497049658556,State/local grants,Inflation Adjusted,1979.25531038425
2010,Public,2-year,763209.0,562945.0,73.7602675020866,State/local grants,Inflation Adjusted,1922.47599445229
2015,Public,2-year,603062.0,451489.0,74.8661000029848,State/local grants,Inflation Adjusted,2528.14092749659
2016,Public,2-year,591250.0,442335.0,74.8135306553911,State/local grants,Inflation Adjusted,2591.30321134161
2017,Public,2-year,583399.0,444792.0,76.2414745311528,State/local grants,Inflation Adjusted,2668.44364379764
2018,Public,2-year,569143.0,437868.0,76.9346192433185,State/local grants,Inflation Adjusted,2708.39392383431
2019,Public,2-year,561386.0,453738.0,80.8246019672739,State/local grants,Inflation Adjusted,2655.73384464023
2020,Public,2-year,460192.0,371017.0,80.6222185522565,State/local grants,Inflation Adjusted,2714.43422408779
2021,Public,2-year,434086.0,370984.0,85.4632492178969,State/local grants,Inflation Adjusted,2549.16830664181
2000,Private nonprofit,Overall,439369.0,363044.0,82.6284967760584,State/local grants,Inflation Adjusted,5130.88396115007
2005,Private nonprofit,Overall,471069.0,401908.0,85.3182867053446,State/local grants,Inflation Adjusted,4694.31290601173
2010,Private nonprofit,Overall,517831.0,462840.0,89.3805121748215,State/local grants,Inflation Adjusted,4819.72563005441
2015,Private nonprofit,Overall,540835.0,484705.0,89.6216036314218,State/local grants,Inflation Adjusted,5047.25911199923
2016,Private nonprofit,Overall,569122.0,511634.0,89.8988266136259,State/local grants,Inflation Adjusted,5094.37403992344
2017,Private nonprofit,Overall,550438.0,496934.0,90.2797408609144,State/local grants,Inflation Adjusted,5273.54449500015
2018,Private nonprofit,Overall,560485.0,506454.0,90.3599561094409,State/local grants,Inflation Adjusted,5315.81395572178
2019,Private nonprofit,Overall,526825.0,476326.0,90.4144640060741,State/local grants,Inflation Adjusted,5353.81036668401
2020,Private nonprofit,Overall,493415.0,447660.0,90.7268729163078,State/local grants,Inflation Adjusted,5299.09099987574
2021,Private nonprofit,Overall,521768.0,467215.0,89.5445868661934,State/local grants,Inflation Adjusted,5154.92814242919
2000,Private nonprofit,4-year,419499.0,347638.0,82.869804218842,State/local grants,Inflation Adjusted,5137.22742378222
2005,Private nonprofit,4-year,460832.0,393429.0,85.3736285674606,State/local grants,Inflation Adjusted,4699.86169402823
2010,Private nonprofit,4-year,504715.0,451012.0,89.3597376737367,State/local grants,Inflation Adjusted,4844.28370998247
2015,Private nonprofit,4-year,505549.0,451276.0,89.264542111645,State/local grants,Inflation Adjusted,5052.38060339797
2016,Private nonprofit,4-year,508494.0,454979.0,89.4757853583326,State/local grants,Inflation Adjusted,5093.9331742016
2017,Private nonprofit,4-year,516578.0,464432.0,89.9054934588775,State/local grants,Inflation Adjusted,5278.29471765303
2018,Private nonprofit,4-year,528402.0,475518.0,89.991710856507,State/local grants,Inflation Adjusted,5332.09685626865
2019,Private nonprofit,4-year,511289.0,461778.0,90.3164355188553,State/local grants,Inflation Adjusted,5365.65714717524
2020,Private nonprofit,4-year,477264.0,432959.0,90.7168778705287,State/local grants,Inflation Adjusted,5312.89640336528
2021,Private nonprofit,4-year,505005.0,453137.0,89.7292106018752,State/local grants,Inflation Adjusted,5166.63155495799
2000,Private nonprofit,2-year,19870.0,15406.0,77.5339708102667,State/local grants,Inflation Adjusted,4950.17482008013
2005,Private nonprofit,2-year,10237.0,8479.0,82.8270000976849,State/local grants,Inflation Adjusted,4478.32948860605
2010,Private nonprofit,2-year,13116.0,11828.0,90.1799329063739,State/local grants,Inflation Adjusted,3842.70681046894
2015,Private nonprofit,2-year,35286.0,33429.0,94.7372895766026,State/local grants,Inflation Adjusted,4791.54256101116
2016,Private nonprofit,2-year,60628.0,56655.0,93.4469222141585,State/local grants,Inflation Adjusted,5119.2894481043
2017,Private nonprofit,2-year,33860.0,32502.0,95.989367985824,State/local grants,Inflation Adjusted,4987.6626249696
2018,Private nonprofit,2-year,32083.0,30936.0,96.4248979210174,State/local grants,Inflation Adjusted,4102.02126941426
2019,Private nonprofit,2-year,15536.0,14548.0,93.6405767250258,State/local grants,Inflation Adjusted,4401.79679210441
2020,Private nonprofit,2-year,16151.0,14701.0,91.0222277258374,State/local grants,Inflation Adjusted,4161.24868887689
2021,Private nonprofit,2-year,16763.0,14078.0,83.9825806836485,State/local grants,Inflation Adjusted,4243.16383320814
2000,Private for-profit,Overall,203995.0,155374.0,76.1655922939288,State/local grants,Inflation Adjusted,4267.95734366063
2005,Private for-profit,Overall,328206.0,263366.0,80.2441149765696,State/local grants,Inflation Adjusted,4210.13564730957
2010,Private for-profit,Overall,327935.0,295373.0,90.0705932578102,State/local grants,Inflation Adjusted,4105.06149811359
2015,Private for-profit,Overall,169762.0,147021.0,86.6041870383242,State/local grants,Inflation Adjusted,4831.53630818452
2016,Private for-profit,Overall,169285.0,144395.0,85.2969843754615,State/local grants,Inflation Adjusted,4309.72566099401
2017,Private for-profit,Overall,146650.0,122147.0,83.291510398909,State/local grants,Inflation Adjusted,4026.42706855902
2018,Private for-profit,Overall,132429.0,115914.0,87.5291665722765,State/local grants,Inflation Adjusted,3977.87680844754
2019,Private for-profit,Overall,145013.0,127339.0,87.8121271885969,State/local grants,Inflation Adjusted,3747.33590313664
2020,Private for-profit,Overall,145335.0,125781.0,86.5455671379916,State/local grants,Inflation Adjusted,3842.93358427485
2021,Private for-profit,Overall,143536.0,122823.0,85.5694738602163,State/local grants,Inflation Adjusted,3679.44601243286
2000,Private for-profit,4-year,81075.0,51739.0,63.8162195497996,State/local grants,Inflation Adjusted,4944.26694085775
2005,Private for-profit,4-year,157705.0,116237.0,73.7053359119876,State/local grants,Inflation Adjusted,4435.11437950745
2010,Private for-profit,4-year,112706.0,102000.0,90.5009493727042,State/local grants,Inflation Adjusted,3998.57907355832
2015,Private for-profit,4-year,59269.0,51636.0,87.1214294150399,State/local grants,Inflation Adjusted,4672.79288558209
2016,Private for-profit,4-year,57680.0,49045.0,85.0294729542302,State/local grants,Inflation Adjusted,4457.49088351897
2017,Private for-profit,4-year,52371.0,43364.0,82.8015504764087,State/local grants,Inflation Adjusted,4618.56027151947
2018,Private for-profit,4-year,50712.0,44761.0,88.2651049061366,State/local grants,Inflation Adjusted,4240.72245457703
2019,Private for-profit,4-year,53622.0,46722.0,87.1321472529932,State/local grants,Inflation Adjusted,4329.41400250167
2020,Private for-profit,4-year,51081.0,43577.0,85.3096063115444,State/local grants,Inflation Adjusted,4151.91959330444
2021,Private for-profit,4-year,48566.0,42396.0,87.2956389243504,State/local grants,Inflation Adjusted,3730.41497380643
2000,Private for-profit,2-year,122920.0,103635.0,84.3109339407745,State/local grants,Inflation Adjusted,3960.56989585099
2005,Private for-profit,2-year,170501.0,147129.0,86.2921625093108,State/local grants,Inflation Adjusted,4074.68966109002
2010,Private for-profit,2-year,215229.0,193373.0,89.8452346105776,State/local grants,Inflation Adjusted,4185.89966873146
2015,Private for-profit,2-year,110493.0,95385.0,86.3267356303114,State/local grants,Inflation Adjusted,4955.80544075651
2016,Private for-profit,2-year,111605.0,95350.0,85.4352403566149,State/local grants,Inflation Adjusted,4191.09052653522
2017,Private for-profit,2-year,94279.0,78783.0,83.5636780194953,State/local grants,Inflation Adjusted,3538.94518514955
2018,Private for-profit,2-year,81717.0,71153.0,87.0724573834086,State/local grants,Inflation Adjusted,3666.98048294225
2019,Private for-profit,2-year,91391.0,80617.0,88.2110929960281,State/local grants,Inflation Adjusted,3209.22360973762
2020,Private for-profit,2-year,94254.0,82204.0,87.2153966940395,State/local grants,Inflation Adjusted,3501.99800152247
2021,Private for-profit,2-year,94970.0,80427.0,84.6867431820575,State/local grants,Inflation Adjusted,3631.50692587776
2000,All institutions,Overall,1976600.0,1390527.0,70.3494384296266,Institutional grants,Inflation Adjusted,8112.2783393679
2001,All institutions,Overall,2050016.0,1481592.0,72.2722164119695,Institutional grants,Inflation Adjusted,8270.92252817055
2002,All institutions,Overall,2135613.0,1553024.0,72.7202915509505,Institutional grants,Inflation Adjusted,8667.75479381702
2003,All institutions,Overall,2178517.0,1610967.0,73.9478737140908,Institutional grants,Inflation Adjusted,9095.83792297531
2004,All institutions,Overall,2260590.0,1689910.0,74.7552630065602,Institutional grants,Inflation Adjusted,9314.49474075974
2005,All institutions,Overall,2309543.0,1731315.0,74.9635317463238,Institutional grants,Inflation Adjusted,9356.8598684481
2006,All institutions,Overall,2426599.0,1766783.0,72.809022009817,Institutional grants,Inflation Adjusted,9686.02312501795
2007,All institutions,Overall,2528579.0,1911296.0,75.5877510649262,Institutional grants,Inflation Adjusted,9638.07287239457
2008,All institutions,Overall,2542748.0,1974063.0,77.6350232111086,Institutional grants,Inflation Adjusted,10496.421831253
2009,All institutions,Overall,2855241.0,2323706.0,81.38388318184,Institutional grants,Inflation Adjusted,10637.1679891539
2010,All institutions,Overall,2648101.0,2179582.0,82.3073591226317,Institutional grants,Inflation Adjusted,11377.4485208363
2011,All institutions,Overall,2571120.0,2140556.0,83.253834904633,Institutional grants,Inflation Adjusted,11545.2918391933
2012,All institutions,Overall,2510994.0,2077909.0,82.752447835399,Institutional grants,Inflation Adjusted,11946.8772895831
2013,All institutions,Overall,2505306.0,2077487.0,82.9234831992579,Institutional grants,Inflation Adjusted,12248.0518209573
2014,All institutions,Overall,2471045.0,2062252.0,83.456675212309,Institutional grants,Inflation Adjusted,12746.2996120419
2015,All institutions,Overall,2458068.0,2031557.0,82.6485272173105,Institutional grants,Inflation Adjusted,13020.9385614985
2016,All institutions,Overall,2491341.0,2063481.0,82.8261165372384,Institutional grants,Inflation Adjusted,13303.2242501663
2017,All institutions,Overall,2464021.0,2057789.0,83.5134521986623,Institutional grants,Inflation Adjusted,13567.1770250328
2018,All institutions,Overall,2470908.0,2072213.0,83.8644336413982,Institutional grants,Inflation Adjusted,13783.3290968976
2019,All institutions,Overall,2455016.0,2097865.0,85.4521925722684,Institutional grants,Inflation Adjusted,13650.7965640827
2020,All institutions,Overall,2246762.0,1923272.0,85.601946267562,Institutional grants,Inflation Adjusted,13346.3787872738
2021,All institutions,Overall,2282669.0,1991973.0,87.2650831110424,Institutional grants,Inflation Adjusted,13282.4838017479
2000,Public,Overall,1333236.0,872109.0,65.4129501453606,Institutional grants,Inflation Adjusted,3893.11600237331
2005,Public,Overall,1510268.0,1066041.0,70.5862138375441,Institutional grants,Inflation Adjusted,4761.92025158906
2010,Public,Overall,1802335.0,1421369.0,78.8626420726446,Institutional grants,Inflation Adjusted,5639.28959434305
2015,Public,Overall,1747471.0,1399831.0,80.1061076263927,Institutional grants,Inflation Adjusted,6693.78623034787
2016,Public,Overall,1752934.0,1407452.0,80.2912146150397,Institutional grants,Inflation Adjusted,6790.11294757314
2017,Public,Overall,1766933.0,1438708.0,81.4240268306721,Institutional grants,Inflation Adjusted,6702.38406080907
2018,Public,Overall,1777994.0,1449845.0,81.5438634776045,Institutional grants,Inflation Adjusted,6704.10276142161
2019,Public,Overall,1783178.0,1494200.0,83.7942145988791,Institutional grants,Inflation Adjusted,6729.23475655834
2020,Public,Overall,1608012.0,1349831.0,83.9440874819342,Institutional grants,Inflation Adjusted,6446.08739123778
2021,Public,Overall,1617365.0,1401935.0,86.680186599809,Institutional grants,Inflation Adjusted,6434.65789739821
2000,Public,4-year,804793.0,573430.0,71.2518622801143,Institutional grants,Inflation Adjusted,4477.51364073162
2005,Public,4-year,906948.0,695017.0,76.632508148207,Institutional grants,Inflation Adjusted,5381.32459696808
2010,Public,4-year,1039126.0,858424.0,82.6101935665165,Institutional grants,Inflation Adjusted,6281.75891754897
2015,Public,4-year,1144409.0,948342.0,82.8674014272869,Institutional grants,Inflation Adjusted,7310.46911106829
2016,Public,4-year,1161684.0,965117.0,83.079133396001,Institutional grants,Inflation Adjusted,7404.40051568453
2017,Public,4-year,1183534.0,993916.0,83.9786605201034,Institutional grants,Inflation Adjusted,7358.97417555233
2018,Public,4-year,1208851.0,1011977.0,83.7139564760256,Institutional grants,Inflation Adjusted,7352.84525003688
2019,Public,4-year,1221792.0,1040462.0,85.1586849480108,Institutional grants,Inflation Adjusted,7394.63061852241
2020,Public,4-year,1147820.0,978814.0,85.27591434197,Institutional grants,Inflation Adjusted,7033.12920226319
2021,Public,4-year,1183279.0,1030951.0,87.1266201800252,Institutional grants,Inflation Adjusted,6948.97005360937
2000,Public,2-year,528443.0,298679.0,56.5205708089614,Institutional grants,Inflation Adjusted,1718.15456182933
2005,Public,2-year,603320.0,371024.0,61.497049658556,Institutional grants,Inflation Adjusted,1953.0034689401
2010,Public,2-year,763209.0,562945.0,73.7602675020866,Institutional grants,Inflation Adjusted,2273.16155772157
2015,Public,2-year,603062.0,451489.0,74.8661000029848,Institutional grants,Inflation Adjusted,2599.05224957721
2016,Public,2-year,591250.0,442335.0,74.8135306553911,Institutional grants,Inflation Adjusted,2608.52172756598
2017,Public,2-year,583399.0,444792.0,76.2414745311528,Institutional grants,Inflation Adjusted,2492.24132523245
2018,Public,2-year,569143.0,437868.0,76.9346192433185,Institutional grants,Inflation Adjusted,2451.02640568023
2019,Public,2-year,561386.0,453738.0,80.8246019672739,Institutional grants,Inflation Adjusted,2433.50087220018
2020,Public,2-year,460192.0,371017.0,80.6222185522565,Institutional grants,Inflation Adjusted,2397.0641171845
2021,Public,2-year,434086.0,370984.0,85.4632492178969,Institutional grants,Inflation Adjusted,2422.1330862986
2000,Private nonprofit,Overall,439369.0,363044.0,82.6284967760584,Institutional grants,Inflation Adjusted,12610.5180810297
2005,Private nonprofit,Overall,471069.0,401908.0,85.3182867053446,Institutional grants,Inflation Adjusted,14957.9545940366
2010,Private nonprofit,Overall,517831.0,462840.0,89.3805121748215,Institutional grants,Inflation Adjusted,19416.8103996112
2015,Private nonprofit,Overall,540835.0,484705.0,89.6216036314218,Institutional grants,Inflation Adjusted,23207.1998096449
2016,Private nonprofit,Overall,569122.0,511634.0,89.8988266136259,Institutional grants,Inflation Adjusted,23834.2700661861
2017,Private nonprofit,Overall,550438.0,496934.0,90.2797408609144,Institutional grants,Inflation Adjusted,24909.5114731356
2018,Private nonprofit,Overall,560485.0,506454.0,90.3599561094409,Institutional grants,Inflation Adjusted,25789.7315357273
2019,Private nonprofit,Overall,526825.0,476326.0,90.4144640060741,Institutional grants,Inflation Adjusted,26341.1855517276
2020,Private nonprofit,Overall,493415.0,447660.0,90.7268729163078,Institutional grants,Inflation Adjusted,26826.7285947631
2021,Private nonprofit,Overall,521768.0,467215.0,89.5445868661934,Institutional grants,Inflation Adjusted,26359.3281744767
2000,Private nonprofit,4-year,419499.0,347638.0,82.869804218842,Institutional grants,Inflation Adjusted,12765.1383217512
2005,Private nonprofit,4-year,460832.0,393429.0,85.3736285674606,Institutional grants,Inflation Adjusted,15063.7735567804
2010,Private nonprofit,4-year,504715.0,451012.0,89.3597376737367,Institutional grants,Inflation Adjusted,19538.9088202243
2015,Private nonprofit,4-year,505549.0,451276.0,89.264542111645,Institutional grants,Inflation Adjusted,23678.5402285681
2016,Private nonprofit,4-year,508494.0,454979.0,89.4757853583326,Institutional grants,Inflation Adjusted,24420.6753606492
2017,Private nonprofit,4-year,516578.0,464432.0,89.9054934588775,Institutional grants,Inflation Adjusted,25222.0423597343
2018,Private nonprofit,4-year,528402.0,475518.0,89.991710856507,Institutional grants,Inflation Adjusted,26001.1823143696
2019,Private nonprofit,4-year,511289.0,461778.0,90.3164355188553,Institutional grants,Inflation Adjusted,26460.7047144705
2020,Private nonprofit,4-year,477264.0,432959.0,90.7168778705287,Institutional grants,Inflation Adjusted,27044.8541685097
2021,Private nonprofit,4-year,505005.0,453137.0,89.7292106018752,Institutional grants,Inflation Adjusted,26532.0119579928
2000,Private nonprofit,2-year,19870.0,15406.0,77.5339708102667,Institutional grants,Inflation Adjusted,3710.12427136872
2005,Private nonprofit,2-year,10237.0,8479.0,82.8270000976849,Institutional grants,Inflation Adjusted,5721.65515273305
2010,Private nonprofit,2-year,13116.0,11828.0,90.1799329063739,Institutional grants,Inflation Adjusted,6858.01305175073
2015,Private nonprofit,2-year,35286.0,33429.0,94.7372895766026,Institutional grants,Inflation Adjusted,4741.27990098209
2016,Private nonprofit,2-year,60628.0,56655.0,93.4469222141585,Institutional grants,Inflation Adjusted,4665.69721823259
2017,Private nonprofit,2-year,33860.0,32502.0,95.989367985824,Institutional grants,Inflation Adjusted,5114.8275081258
2018,Private nonprofit,2-year,32083.0,30936.0,96.4248979210174,Institutional grants,Inflation Adjusted,6752.66801891641
2019,Private nonprofit,2-year,15536.0,14548.0,93.6405767250258,Institutional grants,Inflation Adjusted,9185.32947961606
2020,Private nonprofit,2-year,16151.0,14701.0,91.0222277258374,Institutional grants,Inflation Adjusted,6265.11193734671
2021,Private nonprofit,2-year,16763.0,14078.0,83.9825806836485,Institutional grants,Inflation Adjusted,7229.48635568743
2000,Private for-profit,Overall,203995.0,155374.0,76.1655922939288,Institutional grants,Inflation Adjusted,2635.04696999258
2005,Private for-profit,Overall,328206.0,263366.0,80.2441149765696,Institutional grants,Inflation Adjusted,2143.23137701497
2010,Private for-profit,Overall,327935.0,295373.0,90.0705932578102,Institutional grants,Inflation Adjusted,2553.98752891724
2015,Private for-profit,Overall,169762.0,147021.0,86.6041870383242,Institutional grants,Inflation Adjusted,3596.54511316644
2016,Private for-profit,Overall,169285.0,144395.0,85.2969843754615,Institutional grants,Inflation Adjusted,4099.11683468503
2017,Private for-profit,Overall,146650.0,122147.0,83.291510398909,Institutional grants,Inflation Adjusted,4705.61678137794
2018,Private for-profit,Overall,132429.0,115914.0,87.5291665722765,Institutional grants,Inflation Adjusted,4867.76791643663
2019,Private for-profit,Overall,145013.0,127339.0,87.8121271885969,Institutional grants,Inflation Adjusted,4757.2672617481
2020,Private for-profit,Overall,145335.0,125781.0,86.5455671379916,Institutional grants,Inflation Adjusted,4588.813596818
2021,Private for-profit,Overall,143536.0,122823.0,85.5694738602163,Institutional grants,Inflation Adjusted,4343.77985769841
2000,Private for-profit,4-year,81075.0,51739.0,63.8162195497996,Institutional grants,Inflation Adjusted,2765.5482456018
2005,Private for-profit,4-year,157705.0,116237.0,73.7053359119876,Institutional grants,Inflation Adjusted,2471.76321761398
2010,Private for-profit,4-year,112706.0,102000.0,90.5009493727042,Institutional grants,Inflation Adjusted,3801.5818132429
2015,Private for-profit,4-year,59269.0,51636.0,87.1214294150399,Institutional grants,Inflation Adjusted,5192.03664083326
2016,Private for-profit,4-year,57680.0,49045.0,85.0294729542302,Institutional grants,Inflation Adjusted,5792.43168610409
2017,Private for-profit,4-year,52371.0,43364.0,82.8015504764087,Institutional grants,Inflation Adjusted,5856.34033711783
2018,Private for-profit,4-year,50712.0,44761.0,88.2651049061366,Institutional grants,Inflation Adjusted,6898.31337024469
2019,Private for-profit,4-year,53622.0,46722.0,87.1321472529932,Institutional grants,Inflation Adjusted,7233.12934192997
2020,Private for-profit,4-year,51081.0,43577.0,85.3096063115444,Institutional grants,Inflation Adjusted,6990.29262557551
2021,Private for-profit,4-year,48566.0,42396.0,87.2956389243504,Institutional grants,Inflation Adjusted,6547.28524883179
2000,Private for-profit,2-year,122920.0,103635.0,84.3109339407745,Institutional grants,Inflation Adjusted,2486.17330007917
2005,Private for-profit,2-year,170501.0,147129.0,86.2921625093108,Institutional grants,Inflation Adjusted,1654.35417941655
2010,Private for-profit,2-year,215229.0,193373.0,89.8452346105776,Institutional grants,Inflation Adjusted,1185.75796712987
2015,Private for-profit,2-year,110493.0,95385.0,86.3267356303114,Institutional grants,Inflation Adjusted,1792.49208455987
2016,Private for-profit,2-year,111605.0,95350.0,85.4352403566149,Institutional grants,Inflation Adjusted,1807.48574908219
2017,Private for-profit,2-year,94279.0,78783.0,83.5636780194953,Institutional grants,Inflation Adjusted,2641.58995670014
2018,Private for-profit,2-year,81717.0,71153.0,87.0724573834086,Institutional grants,Inflation Adjusted,1779.62586034458
2019,Private for-profit,2-year,91391.0,80617.0,88.2110929960281,Institutional grants,Inflation Adjusted,1766.75795909013
2020,Private for-profit,2-year,94254.0,82204.0,87.2153966940395,Institutional grants,Inflation Adjusted,1894.1750676665
2021,Private for-profit,2-year,94970.0,80427.0,84.6867431820575,Institutional grants,Inflation Adjusted,2059.47762165581
2000,All institutions,Overall,1976600.0,1390527.0,70.3494384296266,Student loans,Inflation Adjusted,6442.72767469414
2001,All institutions,Overall,2050016.0,1481592.0,72.2722164119695,Student loans,Inflation Adjusted,6676.93783067829
2002,All institutions,Overall,2135613.0,1553024.0,72.7202915509505,Student loans,Inflation Adjusted,7126.59879161069
2003,All institutions,Overall,2178517.0,1610967.0,73.9478737140908,Student loans,Inflation Adjusted,6753.02054502185
2004,All institutions,Overall,2260590.0,1689910.0,74.7552630065602,Student loans,Inflation Adjusted,6976.7575001008
2005,All institutions,Overall,2309543.0,1731315.0,74.9635317463238,Student loans,Inflation Adjusted,7275.77875149233
2006,All institutions,Overall,2426599.0,1766783.0,72.809022009817,Student loans,Inflation Adjusted,7366.76799294187
2007,All institutions,Overall,2528579.0,1911296.0,75.5877510649262,Student loans,Inflation Adjusted,8504.4227684718
2008,All institutions,Overall,2542748.0,1974063.0,77.6350232111086,Student loans,Inflation Adjusted,9385.89056182408
2009,All institutions,Overall,2855241.0,2323706.0,81.38388318184,Student loans,Inflation Adjusted,9704.99655923791
2010,All institutions,Overall,2648101.0,2179582.0,82.3073591226317,Student loans,Inflation Adjusted,8978.27996088735
2011,All institutions,Overall,2571120.0,2140556.0,83.253834904633,Student loans,Inflation Adjusted,8745.46734835722
2012,All institutions,Overall,2510994.0,2077909.0,82.752447835399,Student loans,Inflation Adjusted,8932.65437090256
2013,All institutions,Overall,2505306.0,2077487.0,82.9234831992579,Student loans,Inflation Adjusted,8947.83032466331
2014,All institutions,Overall,2471045.0,2062252.0,83.456675212309,Student loans,Inflation Adjusted,8768.3787831313
2015,All institutions,Overall,2458068.0,2031557.0,82.6485272173105,Student loans,Inflation Adjusted,8790.68542197949
2016,All institutions,Overall,2491341.0,2063481.0,82.8261165372384,Student loans,Inflation Adjusted,8743.48624256697
2017,All institutions,Overall,2464021.0,2057789.0,83.5134521986623,Student loans,Inflation Adjusted,8553.98298757385
2018,All institutions,Overall,2470908.0,2072213.0,83.8644336413982,Student loans,Inflation Adjusted,8534.03896291815
2019,All institutions,Overall,2455016.0,2097865.0,85.4521925722684,Student loans,Inflation Adjusted,8608.34229269779
2020,All institutions,Overall,2246762.0,1923272.0,85.601946267562,Student loans,Inflation Adjusted,8218.03988629863
2021,All institutions,Overall,2282669.0,1991973.0,87.2650831110424,Student loans,Inflation Adjusted,7955.57983535164
2000,Public,Overall,1333236.0,872109.0,65.4129501453606,Student loans,Inflation Adjusted,5220.25378710947
